run	BC1	BC2	BC3	BC4	BC5
4292	2081.5875011067	2488.7101151227	4508.4034279423	4489.1330838542	4496.3010314408
4293	2081.5182777579	2584.3000000000	4508.3255400819	4489.2378803791	4496.4055634764
4294	2081.4536718650	2569.6200000000	4508.2427925533	4489.3445517123	4496.5097691323
4295	2081.3939467588	2591.8400000000	4508.1554840635	4489.4531878736	4496.6135750258
4296	2081.3393657698	2570.1000000000	4508.0639133197	4489.5638788827	4496.7169077741
4297	2081.2901922286	2493.0990670530	4507.9683790292	4489.6765477718	4496.8196939941
4298	2081.2466894659	2493.9835386441	4507.8691798991	4489.7904496233	4496.9218603032
4299	2081.2091208122	2494.8698314252	4507.7666146366	4489.9046725321	4497.0233333183
4300	2081.1777495982	2495.7577714482	4507.6609819489	4490.0183045931	4497.1240396567
4301	2081.1528391544	2496.6471847654	4507.5525805432	4490.1304339012	4497.2239059355
4302	2081.1346528115	2497.5378974287	4507.4417091267	4490.2401485513	4497.3228587718
4303	2081.1234539001	2498.4297354904	4507.3286664066	4490.3465366382	4497.4208247827
4304	2081.1195057508	2499.3225250025	4507.2137510900	4490.4486862569	4497.5177305855
4305	2081.1230716942	2500.2160920170	4507.0972618842	4490.5456855022	4497.6135027972
4306	2081.1344150609	2501.1102625861	4506.9794974964	4490.6366224691	4497.7080680350
4307	2081.1537991815	2502.0048627619	4506.8607566337	4490.7205852524	4497.8013529160
4308	2081.1814873866	2502.8997185965	4506.7413380033	4490.7966619470	4497.8932840573
4309	2081.2177430068	2503.7946561419	4506.6215403125	4490.8639406478	4497.9837880761
4310	2081.2628293728	2504.6895014503	4506.5016622683	4490.9215094497	4498.0727915896
4311	2081.3170098152	2505.5840805738	4506.3820025781	4490.9684564477	4498.1602212148
4312	2081.3805476645	2506.4782195644	4506.2628599490	4491.0038697365	4498.2460035689
4313	2081.4537062513	2507.3717444742	4506.1445330881	4491.0268374111	4498.3300652690
4314	2081.5367489063	2508.2644813554	4506.0273207027	4491.0364475664	4498.4123329323
4315	2081.6299389601	2509.1575241800	4505.9115215000	4491.0317882972	4498.4927331760
4316	2081.7335397433	2510.0570385997	4505.7974341871	4491.0119476985	4498.5711926170
4317	2081.8478145865	2510.9704581861	4505.6853574713	4490.9760138651	4498.6476378727
4318	2081.9730268203	2511.9052165111	4505.5755900597	4490.9230748920	4498.7219955601
4319	2082.1094397752	2512.8687471462	4505.4684306596	4490.8522188740	4498.7941922964
4320	2082.2573167820	2513.8684836631	4505.3640990410	4490.7625339060	4498.8641546986
4321	2082.4169211713	2514.9118596336	4505.2624992258	4490.6535294972	4498.9318093840
4322	2082.5885162735	2516.0063086293	4505.1634562989	4490.5264008136	4498.9970829697
4323	2082.7723654194	2517.1592642218	4505.0667953450	4490.3827644355	4499.0599020728
4324	2082.9687319396	2518.3781599829	4504.9723414491	4490.2242369433	4499.1201933104
4325	2083.1778791646	2519.6704294843	4504.8799196958	4490.0524349173	4499.1778832997
4326	2083.4000704251	2521.0435062976	4504.7893551701	4489.8689749377	4499.2328986579
4327	2083.6408829508	2522.5048239944	4504.7004729567	4489.6754735849	4499.2851660020
4328	2083.9271495679	2524.0618161466	4504.6130981405	4489.4735474392	4499.3346119492
4329	2084.2910170020	2525.7219163257	4504.5270558062	4489.2648130809	4499.3811631167
4330	2084.7646319783	2527.4925581035	4504.4421710388	4489.0508870903	4499.4247461215
4331	2085.3801412224	2529.3811750515	4504.3582689229	4488.8333860477	4499.4652875808
4332	2086.1696914595	2531.3952007416	4504.2751745435	4488.6139265335	4499.5027141118
4333	2087.1654294151	2533.5319706409	4504.1927129854	4488.3941251279	4499.5369523316
4334	2088.3995018147	2535.7484277982	4504.1107093333	4488.1755984113	4499.5679288573
4335	2089.9040553836	2537.9914171582	4504.0289886721	4487.9599629640	4499.5955703061
4336	2091.7112368471	2540.2077836653	4503.9473760866	4487.7488353662	4499.6198032951
4337	2093.8262660882	2599.1600000000	4503.8656966616	4487.5438321984	4499.6405544414
4338	2096.1466556191	2611.4600000000	4503.7837754820	4487.3465700407	4499.6577503622
4339	2098.5429911093	2600.7900000000	4503.7014376325	4487.1586654736	4499.6713176746
4340	2100.8858582285	2593.2300000000	4503.6185081980	4486.9814301666	4499.6812081366
4341	2103.0458426463	2618.7400000000	4503.5348122633	4486.8149561461	4499.6874740690
4342	2104.9122030345	2549.9702196858	4503.4501749132	4486.6590305281	4499.6901929336
4343	2106.4488900732	2550.5118846672	4503.3644212325	4486.5134404282	4499.6894421922
4344	2107.6385274450	2550.6016863514	4503.2773763061	4486.3779729623	4499.6852993065
4345	2108.4637388321	2550.1864696828	4503.1888652188	4486.2524152461	4499.6778417381
4346	2108.9071479169	2549.2130796058	4503.0987130553	4486.1365543954	4499.6671469489
4347	2108.9603666317	2547.6283610650	4503.0067449006	4486.0301775260	4499.6532924006
4348	2108.6509599076	2598.2100000000	4502.9127858393	4485.9330717536	4499.6363555548
4349	2108.0154809260	2542.5968852618	4502.8166609564	4485.8450241941	4499.6164138734
4350	2107.0904828679	2581.5100000000	4502.7181953367	4485.7658219632	4499.5935448180
4351	2105.9125189146	2620.0700000000	4502.6172140649	4485.6952521767	4499.5678258505
4352	2104.5181422471	2531.5582721489	4502.5135422259	4485.6331019504	4499.5393344324
4353	2102.9439060466	2527.2887750566	4502.4070049046	4485.5791584000	4499.5081480256
4354	2101.2263634944	2522.8664151264	4502.2974271856	4485.5332086414	4499.4743440918
4355	2099.4020677715	2518.3764624717	4502.1846341539	4485.4950397903	4499.4380000926
4356	2097.5075720591	2513.9041872061	4502.0684508943	4485.4644389625	4499.3991934899
4357	2095.5794295383	2509.5348594433	4501.9487024915	4485.4411932737	4499.3580017454
4358	2093.6541933904	2505.3537492966	4501.8252140305	4485.4250898398	4499.3145023208
4359	2091.7684167964	2501.4461268798	4501.6978105960	4485.4159157765	4499.2687726778
4360	2089.9586529376	2497.8972623063	4501.5663172728	4485.4134581996	4499.2208902782
4361	2088.2614549951	2494.7924256898	4501.4305591457	4485.4175042249	4499.1709325837
4362	2086.7133761500	2492.1962544262	4501.2903612997	4485.4278409682	4499.1189770560
4363	2085.3509695835	2490.0908550407	4501.1460230570	4485.4442555452	4499.0651011568
4364	2084.2107884768	2488.4377013409	4500.9997406907	4485.4665350717	4499.0093823479
4365	2083.3293860110	2487.1982671346	4500.8541847114	4485.4944666636	4498.9518980911
4366	2082.7433153673	2486.3340262293	4500.7120256295	4485.5278374365	4498.8927258480
4367	2082.4891297268	2485.8064524326	4500.5759339557	4485.5664345062	4498.8319430803
4368	2082.6033822707	2485.5770195523	4500.4485802005	4485.6100449886	4498.7696272499
4369	2083.1226261801	2571.4900000000	4500.3326348744	4485.6584559994	4498.7058558184
4370	2084.0834146362	2619.4400000000	4500.2307684882	4485.7114546544	4498.6407062475
4371	2085.5071037065	2619.5900000000	4500.1456515523	4485.7688280694	4498.5742559991
4372	2087.3542610033	2651.4600000000	4500.0799545772	4485.8303633601	4498.5065825348
4373	2089.5702570253	2671.6300000000	4500.0363480737	4485.8958476424	4498.4377633163
4374	2092.1004622712	2488.3039147397	4500.0175025521	4485.9650680319	4498.3678758054
4375	2094.8902472397	2489.0827348871	4500.0260885231	4486.0378116446	4498.2969974638
4376	2097.8849824295	2489.8514864119	4500.0647764973	4486.1138655961	4498.2252057533
4377	2101.0300383391	2490.5716431216	4500.1362369852	4486.1930170022	4498.1525781356
4378	2104.2707854675	2587.5600000000	4500.2431404974	4486.2750529788	4498.0791920724
4379	2107.5525943131	2626.5300000000	4500.3881575445	4486.3597606415	4498.0051250254
4380	2110.8208353747	2492.0552824369	4500.5739586370	4486.4469271063	4497.9304544564
4381	2114.0208791509	2622.9000000000	4500.8032142855	4486.5363394888	4497.8552578270
4382	2117.0980961405	2612.6600000000	4501.0785950005	4486.6277849048	4497.7796125991
4383	2119.9978568421	2627.6200000000	4501.4027712926	4486.7210504701	4497.7035962344
4384	2122.6655317544	2621.8000000000	4501.7784136725	4486.8159233006	4497.6272861946
4385	2125.0464913761	2562.8500000000	4502.2081926506	4486.9121905119	4497.5507599413
4386	2127.0861062058	2488.5094650923	4502.6934566087	4487.0096392199	4497.4740949365
4387	2128.7297467423	2486.6247330715	4503.2302654134	4487.1080565402	4497.3973686417
4388	2129.9227834842	2484.2918122203	4503.8133568024	4487.2072295888	4497.3206585187
4389	2130.6105869302	2481.5931468493	4504.4374685135	4487.3069454814	4497.2440420293
4390	2130.7385275789	2478.6353753700	4505.0973382844	4487.4069913338	4497.1675966351
4391	2130.2519759291	2475.5251361936	4505.7877038529	4487.5071542617	4497.0913997979
4392	2129.0963024795	2472.3690677316	4506.5033029567	4487.6072213809	4497.0155289795
4393	2127.2292238044	2469.2738083953	4507.2388733335	4487.7069798072	4496.9400616415
4394	2124.6578407811	2466.3459965960	4507.9891527212	4487.8062166564	4496.8650752458
4395	2121.4016003624	2463.6922707451	4508.7488788574	4487.9047190442	4496.7906472539
4396	2117.4799495015	2461.3985526061	4509.5127894799	4488.0022740865	4496.7168551277
4397	2112.9123351512	2459.4678973514	4510.2756223265	4488.0986688990	4496.6437763289
4398	2107.7420439947	2457.8826435056	4511.0321151349	4488.1936905975	4496.5714883193
4399	2102.1077216361	2456.6251295932	4511.7770056429	4488.2871262978	4496.5000685604
4400	2096.1718534098	2455.6776941388	4512.5050315881	4488.3787631156	4496.4295945142
4401	2090.0969246502	2455.0226756671	4513.2109307084	4488.4683881667	4496.3601436422
4402	2084.0454206916	2454.6424127024	4513.8894407415	4488.5557885670	4496.2917934063
4403	2078.1798268684	2454.5192437694	4514.5352994252	4488.6407514321	4496.2246212681
4404	2072.6626285149	2454.6355073928	4515.1432444971	4488.7230638779	4496.1587046895
4405	2067.6563109656	2454.9735420969	4515.7080136951	4488.8025130202	4496.0941211320
4406	2063.2860020862	2455.5156864065	4516.2243447569	4488.8788859747	4496.0309480576
4407	2059.5273998686	2456.2442788460	4516.6869754203	4488.9519698571	4495.9692629278
4408	2056.3188448360	2457.1416579401	4517.0906434229	4489.0215517834	4495.9091432044
4409	2053.5986775118	2458.1901622133	4517.4313053734	4489.0874188692	4495.8506663492
4410	2051.3052384192	2459.3721301902	4517.7097933637	4489.1493582304	4495.7939098239
4411	2049.3768680815	2460.6699003953	4517.9281583565	4489.2071569826	4495.7389510902
4412	2047.7519070220	2462.0658113533	4518.0884513145	4489.2606022418	4495.6858676098
4413	2046.3686957640	2463.5422015886	4518.1927232004	4489.3094811236	4495.6347368445
4414	2045.1655748308	2465.0814096258	4518.2430249771	4489.3535807439	4495.5856362560
4415	2044.0808847457	2466.6657739896	4518.2414076071	4489.3926882184	4495.5386433060
4416	2043.0633449256	2468.2797984909	4518.1899220533	4489.4265906630	4495.4938354563
4417	2042.1031903627	2469.9166480869	4518.0906192784	4489.4550751933	4495.4512901686
4418	2041.2010349426	2471.5716530211	4517.9455502451	4489.4779289252	4495.4110849046
4419	2040.3574925511	2473.2401435370	4517.7567659161	4489.4949389744	4495.3732971261
4420	2039.5731770739	2474.9174498783	4517.5263172542	4489.5058924568	4495.3380042948
4421	2038.8487023969	2476.5989022884	4517.2562552220	4489.5105764880	4495.3052838723
4422	2038.1846824057	2478.2798310109	4516.9486307824	4489.5087781839	4495.2752133205
4423	2037.5817309861	2479.9555662895	4516.6054948981	4489.5002846603	4495.2478701011
4424	2037.0404620239	2481.6214383675	4516.2288985317	4489.4848830330	4495.2233316758
4425	2036.5614894047	2483.2727774887	4515.8208926460	4489.4623604176	4495.2016755063
4426	2036.1454270145	2484.9049138965	4515.3835282037	4489.4325808896	4495.1829571181
4427	2035.7928887388	2486.5131778346	4514.9188561677	4489.3957163622	4495.1671442911
4428	2035.5044884635	2488.0928995464	4514.4289275005	4489.3520157084	4495.1541828690
4429	2035.2808400742	2489.6394092756	4513.9157931649	4489.3017278010	4495.1440186956
4430	2035.1225574569	2491.1480372656	4513.3815041237	4489.2451015130	4495.1365976144
4431	2035.0302544971	2492.6141137601	4512.8281113396	4489.1823857171	4495.1318654692
4432	2035.0045450807	2494.0329690026	4512.2576657753	4489.1138292862	4495.1297681037
4433	2035.0460430934	2495.3999332367	4511.6722183935	4489.0396810934	4495.1302513615
4434	2035.1553624210	2496.7103367059	4511.0738201570	4488.9601900113	4495.1332610863
4435	2035.3331169491	2497.9595096538	4510.4645220284	4488.8756049130	4495.1387431218
4436	2035.5799205636	2499.1427823239	4509.8463749707	4488.7861746712	4495.1466433116
4437	2035.8963871502	2500.2554849598	4509.2214299463	4488.6921481589	4495.1569074996
4438	2036.2831305947	2501.2929478051	4508.5917379182	4488.5937742489	4495.1694815292
4439	2036.7407647828	2502.2505011033	4507.9593498490	4488.4913018141	4495.1843112443
4440	2037.2699036002	2503.1234750980	4507.3263167014	4488.3849797275	4495.2013424885
4441	2037.8711609327	2503.9072000327	4506.6946894382	4488.2750568618	4495.2205211055
4442	2038.5451506661	2504.5970061510	4506.0665190220	4488.1617820899	4495.2417929389
4443	2039.2924866861	2505.1882236964	4505.4438564158	4488.0454042848	4495.2651038325
4444	2040.1137828784	2505.6761829125	4504.8287525820	4487.9261723193	4495.2903996299
4445	2041.0096531289	2506.0562140429	4504.2232584836	4487.8043350662	4495.3176261748
4446	2041.9807113232	2506.3236473311	4503.6294250832	4487.6801413985	4495.3467293108
4447	2043.0275713471	2506.4738130207	4503.0493033435	4487.5538401891	4495.3776548818
4448	2044.1508470864	2506.5020413552	4502.4849442273	4487.4256803108	4495.4103487313
4449	2045.3511524267	2506.4036625783	4501.9383986974	4487.2959106365	4495.4447567030
4450	2046.6291012539	2506.1740069333	4501.4117177163	4487.1647800390	4495.4808246407
4451	2047.9853074538	2505.8084046640	4500.9069522469	4487.0325373914	4495.5184983879
4452	2049.4203849120	2505.3021860139	4500.4261532519	4486.8994315663	4495.5577237884
4453	2050.9349475142	2504.6506812265	4499.9709222611	4486.7657114368	4495.5984466858
4454	2052.5296091464	2503.8492205453	4499.5410630720	4486.6316258756	4495.6406129239
4455	2054.2049836941	2502.8975356028	4499.1359300496	4486.4974237557	4495.6841683463
4456	2055.9616850432	2501.8129635862	4498.7548775584	4486.3633539500	4495.7290587967
4457	2057.8003270794	2500.6172430718	4498.3972599632	4486.2296653313	4495.7752301188
4458	2059.7215236885	2499.3321126355	4498.0624316287	4486.0966067724	4495.8226281562
4459	2061.7233960430	2497.9793108536	4497.7497469196	4485.9644271464	4495.8711987526
4460	2063.7940944628	2496.5805763022	4497.4585602007	4485.8333753260	4495.9208877518
4461	2065.9192765545	2495.1576475574	4497.1882258366	4485.7037001842	4495.9716409974
4462	2068.0845999250	2493.7322631954	4496.9380981921	4485.5756505938	4496.0234043330
4463	2070.2757221807	2492.3261617921	4496.7075316320	4485.4494754277	4496.0761236024
4464	2072.4783009285	2490.9610819239	4496.4958805208	4485.3254235587	4496.1297446493
4465	2074.6779937750	2489.6587621668	4496.3024992234	4485.2037438598	4496.1842133173
4466	2076.8604583270	2488.4409410970	4496.1267421044	4485.0846852038	4496.2394754501
4467	2079.0113521909	2487.3293572905	4495.9679635286	4484.9684964637	4496.2954768913
4468	2081.1163329737	2486.3457493235	4495.8255178607	4484.8554265122	4496.3521634848
4469	2083.1610582819	2485.5118557722	4495.6987594654	4484.7457242223	4496.4094810740
4470	2085.1311857223	2484.8494152126	4495.5870427075	4484.6396384668	4496.4673755029
4471	2087.0123729015	2484.3801662208	4495.4897219515	4484.5374181186	4496.5257926149
4472	2088.7902774262	2484.1258473731	4495.4061515624	4484.4392427716	4496.5846782538
4473	2090.4505569031	2484.1081972456	4495.3356859047	4484.3450149033	4496.6439782632
4474	2091.9788689388	2484.3489544143	4495.2776793432	4484.2545677123	4496.7036384870
4475	2093.3608711402	2484.8698574553	4495.2314862426	4484.1677343970	4496.7636047686
4476	2094.5822211138	2485.6926449449	4495.1964609676	4484.0843481559	4496.8238229519
4477	2095.6285764663	2486.8390554592	4495.1719578830	4484.0042421877	4496.8842388805
4478	2096.4855948044	2488.3224621195	4495.1573313535	4483.9272496908	4496.9447983980
4479	2097.1389337349	2490.1227762287	4495.1519357437	4483.8532038637	4497.0054473482
4480	2097.5742508643	2492.2115436347	4495.1551254185	4483.7819379050	4497.0661315747
4481	2097.7772037994	2494.5603101856	4495.1662547424	4483.7132850131	4497.1267969213
4482	2097.7334501469	2497.1406217294	4495.1846780804	4483.6470783866	4497.1873892315
4483	2097.4334265973	2499.9240241142	4495.2097497969	4483.5831512241	4497.2478543491
4484	2096.8866861770	2502.8820631879	4495.2408242568	4483.5213367240	4497.3081381178
4485	2096.1075609962	2505.9862847987	4495.2772558249	4483.4614680848	4497.3681863813
4486	2095.1103831651	2509.2082347946	4495.3183988657	4483.4033785051	4497.4279449831
4487	2093.9094847940	2512.5194590236	4495.3636077441	4483.3469011833	4497.4873597671
4488	2092.5191979930	2515.8915033337	4495.4122368247	4483.2918693181	4497.5463765768
4489	2090.9538548724	2519.2959135730	4495.4636404723	4483.2381161079	4497.6049412560
4490	2089.2277875424	2522.7042355895	4495.5171730515	4483.1854747513	4497.6629996483
4491	2087.3553281132	2526.0880152313	4495.5721889272	4483.1337784467	4497.7204975975
4492	2085.3508086951	2529.4187983463	4495.6280424639	4483.0828603927	4497.7773809472
4493	2083.2285613982	2532.6681307827	4495.6840880265	4483.0325537878	4497.8335955411
4494	2081.0029183329	2535.8075583885	4495.7396799797	4482.9826918305	4497.8890872228
4495	2078.6882116092	2538.8086270116	4495.7941726881	4482.9331077194	4497.9438018361
4496	2076.2987733375	2541.6428825002	4495.8469205165	4482.8836346529	4497.9976852246
4497	2073.8489356280	2544.2818707023	4495.8972778296	4482.8341058296	4498.0506832320
4498	2071.3530305909	2546.6971374658	4495.9445989921	4482.7843544480	4498.1027417021
4499	2068.8253903364	2548.8602286390	4495.9882383688	4482.7342137066	4498.1538064783
4500	2066.2803469747	2550.7426900697	4496.0275503243	4482.6835168040	4498.2038234046
4501	2063.7322326161	2552.3160676060	4496.0618892234	4482.6320969386	4498.2527383245
4502	2061.1953793708	2553.5519070960	4496.0906094308	4482.5797873090	4498.3004970817
4503	2058.6841193489	2554.4217543876	4496.1130653113	4482.5264211136	4498.3470455199
4504	2056.2127846609	2554.9041638659	4496.1286112294	4482.4718315511	4498.3923294828
4505	2053.7957074167	2555.0057240627	4496.1366015500	4482.4158518200	4498.4362948140
4506	2051.4472197268	2554.7400320471	4496.1363906377	4482.3583151186	4498.4788873573
4507	2049.1816537012	2554.1206848880	4496.1274970078	4482.2990546457	4498.5200529563
4508	2047.0133414502	2553.1612796543	4496.1100957772	4482.2379035996	4498.5597374547
4509	2044.9566150841	2551.8754134148	4496.0845262134	4482.1746951790	4498.5978866962
4510	2043.0258067131	2550.2766832386	4496.0511275837	4482.1092625822	4498.6344465245
4511	2041.2352484474	2548.3786861945	4496.0102391555	4482.0414390080	4498.6693627831
4512	2039.5992723972	2546.1950193514	4495.9622001964	4481.9710576546	4498.7025813160
4513	2038.1290106067	2543.7392797782	4495.9073499738	4481.8979517208	4498.7340479666
4514	2036.8227948567	2541.0250645439	4495.8460277550	4481.8219544050	4498.7637085787
4515	2035.6757568618	2538.0659707173	4495.7785728075	4481.7428989057	4498.7915089960
4516	2034.6830283365	2534.8852082092	4495.7053243987	4481.6606184214	4498.8173950621
4517	2033.8397409957	2531.5444382976	4495.6266217961	4481.5749461508	4498.8413126208
4518	2033.1410265538	2528.1149351021	4495.5428042670	4481.4857152921	4498.8632075157
4519	2032.5820167257	2524.6679727426	4495.4542110790	4481.3927590441	4498.8830255905
4520	2032.1578432259	2521.2748253388	4495.3611814994	4481.2959106052	4498.9007126888
4521	2031.8636377691	2615.2100000000	4495.2640547956	4481.1950031740	4498.9162146544
4522	2031.6945320699	2514.9350718774	4495.1631702351	4481.0898699489	4498.9294773309
4523	2031.6456578431	2512.1310140593	4495.0588670853	4480.9804182071	4498.9404630534
4524	2031.7121468033	2509.6658676759	4494.9514846137	4480.8668515405	4498.9492001222
4525	2031.8891306651	2507.5942299950	4494.8413620876	4480.7494476193	4498.9557333290
4526	2032.1717411432	2505.9039908760	4494.7288387745	4480.6284841140	4498.9601074655
4527	2032.5551099523	2504.5663633262	4494.6142539418	4480.5042386950	4498.9623673235
4528	2033.0343688070	2503.5525603530	4494.4979468570	4480.3769890327	4498.9625576945
4529	2033.6046494220	2502.8337949637	4494.3802567874	4480.2470127976	4498.9607233704
4530	2034.2610835119	2502.3812801657	4494.2615230006	4480.1145876600	4498.9569091427
4531	2034.9988027914	2502.1662289664	4494.1420847638	4479.9799912903	4498.9511598033
4532	2035.8129389751	2502.1598543731	4494.0222813446	4479.8435013589	4498.9435201437
4533	2036.6986237778	2502.3333693932	4493.9024520103	4479.7053955363	4498.9340349558
4534	2037.6509889140	2502.6579870340	4493.7829360285	4479.5659514929	4498.9227490312
4535	2038.6651660984	2503.1049203029	4493.6640726665	4479.4254468990	4498.9097071615
4536	2039.7362870458	2503.6453822072	4493.5462011917	4479.2841594251	4498.8949541386
4537	2040.8594834707	2504.2505857543	4493.4296608717	4479.1423667416	4498.8785347540
4538	2042.0298870877	2504.8917439517	4493.3147909737	4479.0003465188	4498.8604937996
4539	2043.2426296117	2505.5400698065	4493.2019307653	4478.8583764273	4498.8408760669
4540	2044.4928427572	2506.1667763262	4493.0914195138	4478.7167341373	4498.8197263477
4541	2045.7756582388	2506.7430765181	4492.9835964867	4478.5756973193	4498.7970894337
4542	2047.0862077713	2507.2401833897	4492.8788009514	4478.4355436438	4498.7730101166
4543	2048.4196230693	2507.6293099482	4492.7773721754	4478.2965507811	4498.7475331881
4544	2049.7710358474	2507.8816692010	4492.6796494260	4478.1589964016	4498.7207034399
4545	2051.1355778204	2507.9684741555	4492.5859719707	4478.0231581757	4498.6925656636
4546	2052.5083807028	2507.8609378190	4492.4966790769	4477.8893137739	4498.6631646511
4547	2053.8845762094	2507.5374412814	4492.4121100121	4477.7577408665	4498.6325451939
4548	2055.2592960547	2507.0050379629	4492.3326040437	4477.6287171240	4498.6007520838
4549	2056.6276719535	2506.2779493660	4492.2585004390	4477.5025202167	4498.5678301124
4550	2057.9848356204	2505.3703969936	4492.1901384656	4477.3794278152	4498.5338240716
4551	2059.3259187701	2504.2966023481	4492.1278573908	4477.2597175896	4498.4987787529
4552	2060.6460531171	2503.0707869323	4492.0719964822	4477.1436672106	4498.4627389481
4553	2061.9403703763	2501.7071722488	4492.0228950070	4477.0315543485	4498.4257494488
4554	2063.2040022622	2500.2199798004	4491.9808922327	4476.9236566736	4498.3878550468
4555	2064.4320804895	2498.6234310895	4491.9462369081	4476.8202518565	4498.3491005338
4556	2065.6197367729	2496.9317476190	4491.9188157073	4476.7216175675	4498.3095307015
4557	2066.7621028270	2495.1591508914	4491.8984247854	4476.6280314770	4498.2691903415
4558	2067.8543103665	2493.3198624094	4491.8848602980	4476.5397712554	4498.2281242456
4559	2068.8914911060	2491.4281036757	4491.8779184003	4476.4571145731	4498.1863772054
4560	2069.8697440052	2489.4980961930	4491.8773952477	4476.3803391006	4498.1439940127
4561	2070.7890370043	2487.5440614638	4491.8830869954	4476.3097225083	4498.1010194592
4562	2071.6503052883	2485.5802209908	4491.8947897990	4476.2455424665	4498.0574983365
4563	2072.4544840424	2483.6207962768	4491.9122998137	4476.1880766456	4498.0134754364
4564	2073.2025084517	2481.6800088243	4491.9354131948	4476.1376027161	4497.9689955505
4565	2073.8953137013	2479.7720801360	4491.9639260977	4476.0943983484	4497.9241034706
4566	2074.5338349763	2477.9112317146	4491.9976346777	4476.0587412129	4497.8788439883
4567	2075.1190074618	2476.1116850627	4492.0363350902	4476.0309089800	4497.8332618954
4568	2075.6517663430	2474.3876616830	4492.0798234905	4476.0111793200	4497.7874019835
4569	2076.1330468050	2472.7533830781	4492.1278960341	4475.9997588440	4497.7413090444
4570	2076.5637840330	2471.2230707508	4492.1803488761	4475.9965699249	4497.6950278697
4571	2076.9449132119	2469.8109462035	4492.2369781719	4476.0014638761	4497.6486032511
4572	2077.2773695271	2468.5312309392	4492.2975800770	4476.0142920111	4497.6020799804
4573	2077.5620881635	2467.3981464602	4492.3619507466	4476.0349056435	4497.5555028492
4574	2077.8000043063	2466.4259142694	4492.4298863361	4476.0631560867	4497.5089166493
4575	2077.9920531406	2465.6287558694	4492.5011830008	4476.0988946541	4497.4623661723
4576	2078.1391698516	2465.0208927629	4492.5756368961	4476.1419726593	4497.4158962100
4577	2078.2422896244	2464.6165464524	4492.6530441773	4476.1922414157	4497.3695515540
4578	2078.3023476441	2464.4299384407	4492.7332009998	4476.2495522368	4497.3233769960
4579	2078.3202790958	2464.4752902304	4492.8159035189	4476.3137564361	4497.2774173277
4580	2078.2970191646	2464.7668233241	4492.9009478899	4476.3847053270	4497.2317173409
4581	2078.2335030357	2465.3187592246	4492.9881302682	4476.4622502231	4497.1863218272
4582	2078.1306658942	2466.1453194345	4493.0772468091	4476.5462424378	4497.1412755783
4583	2077.9894429252	2467.2607254564	4493.1680936681	4476.6365332846	4497.0966233859
4584	2077.8107693138	2468.6791987930	4493.2604670003	4476.7329740770	4497.0524100418
4585	2077.5955802452	2470.4067431619	4493.3541629612	4476.8354161284	4497.0086803376
4586	2077.3448109044	2472.4164911402	4493.4489777061	4476.9437107523	4496.9654790650
4587	2077.0593964767	2474.6733575200	4493.5447073904	4477.0577092622	4496.9228510157
4588	2076.7402721471	2477.1422570933	4493.6411481693	4477.1771643622	4496.8808409815
4589	2076.3883731007	2479.7881046523	4493.7380961983	4477.3014343185	4496.8394937539
4590	2076.0046345226	2482.5758149889	4493.8353476327	4477.4297787879	4496.7988541248
4591	2075.5899915981	2485.4703028952	4493.9326986277	4477.5614574271	4496.7589668858
4592	2075.1453795122	2488.4364831634	4494.0299453389	4477.6957298932	4496.7198768286
4593	2074.6717334500	2491.4392705854	4494.1268839215	4477.8318558427	4496.6816287449
4594	2074.1699885966	2494.4435799534	4494.2233105308	4477.9690949326	4496.6442674264
4595	2073.6410801373	2497.4143260594	4494.3190358595	4478.1067068197	4496.6078376648
4596	2073.0859432570	2500.3164236954	4494.4139287495	4478.2439511608	4496.5723842518
4597	2072.5055131410	2503.1147876536	4494.5078725799	4478.3800876126	4496.5379519792
4598	2071.9007249743	2505.7743327259	4494.6007507299	4478.5143758321	4496.5045856385
4599	2071.2725139421	2508.2599737045	4494.6924465787	4478.6460754759	4496.4723300215
4600	2070.6218152294	2510.5366253814	4494.7828435054	4478.7744462010	4496.4412299199
4601	2069.9495640215	2512.5692025487	4494.8718248891	4478.8987476641	4496.4113301255
4602	2069.2566955034	2514.3226199985	4494.9592741091	4479.0182395221	4496.3826754298
4603	2068.5441448603	2515.7617925227	4495.0450745446	4479.1321814317	4496.3553106246
4604	2067.8128472772	2516.8604700852	4495.1291095746	4479.2398330498	4496.3292805016
4605	2067.0637379394	2517.6277433362	4495.2112625783	4479.3404540332	4496.3046298525
4606	2066.2977520318	2518.0815380976	4495.2914169349	4479.4333040387	4496.2814034690
4607	2065.5158247398	2518.2397801913	4495.3694560236	4479.5176427231	4496.2596461427
4608	2064.7188912482	2518.1203954394	4495.4452632236	4479.5927297433	4496.2394026655
4609	2063.9078867424	2517.7413096637	4495.5187219139	4479.6578247559	4496.2207178289
4610	2063.0837464074	2517.1204486861	4495.5897154738	4479.7121874179	4496.2036364247
4611	2062.2474054283	2516.2757383285	4495.6581272824	4479.7552556054	4496.1881773119
4612	2061.3997989903	2515.2251044130	4495.7238407189	4479.7871800717	4496.1742556185
4613	2060.5418622785	2513.9864727614	4495.7867391625	4479.8082897895	4496.1617605399
4614	2059.6745304779	2512.5777691957	4495.8467059922	4479.8189137315	4496.1505812715
4615	2058.7987387738	2511.0169195377	4495.9036245874	4479.8193808703	4496.1406070086
4616	2057.9154223513	2509.3218496094	4495.9573783271	4479.8100201787	4496.1317269465
