Common TimeShift, ns
2 26 8.61582
2 27 8.6205
2 28 8.62537
2 29 8.63044
2 30 8.63571
2 31 8.64118
2 32 8.64684
2 33 8.65271
2 34 8.65876
2 35 8.66502
2 36 8.67147
2 37 8.67812
2 38 8.68496
2 39 8.692
2 40 8.69923
2 41 8.70665
2 42 8.71427
2 43 8.72208
2 44 8.73008
2 45 8.73828
2 46 8.74666
2 47 8.75524
3 0 8.47735
3 1 8.47677
3 2 8.47639
3 3 8.47622
3 4 8.47625
3 5 8.47649
3 6 8.47694
3 7 8.47759
3 8 8.47844
3 9 8.4795
3 10 8.48077
3 11 8.48224
3 12 8.48391
3 13 8.48579
3 14 8.48787
3 15 8.49016
3 16 8.49265
3 17 8.49534
3 18 8.49824
3 19 8.50135
3 20 8.50465
3 21 8.50816
3 22 8.51187
3 23 8.51579
3 24 8.5199
3 25 8.52422
3 26 8.52874
3 27 8.53346
3 28 8.53838
3 29 8.54351
3 30 8.54883
3 31 8.55435
3 32 8.56007
3 33 8.566
3 34 8.57212
3 35 8.57844
3 36 8.58495
3 37 8.59167
3 38 8.59858
3 39 8.60568
3 40 8.61299
3 41 8.62049
3 42 8.62818
3 43 8.63607
3 44 8.64415
3 45 8.65243
3 46 8.6609
3 47 8.66956
4 0 8.76736
4 1 8.7668
4 2 8.76644
4 3 8.76627
4 4 8.76631
4 5 8.76654
4 6 8.76697
4 7 8.7676
4 8 8.76842
4 9 8.76945
4 10 8.77067
4 11 8.77209
4 12 8.77371
4 13 8.77552
4 14 8.77754
4 15 8.77975
4 16 8.78216
4 17 8.78477
4 18 8.78757
4 19 8.79057
4 20 8.79377
4 21 8.79716
4 22 8.80075
4 23 8.80453
4 24 8.80852
4 25 8.81269
4 26 8.81706
4 27 8.82163
4 28 8.82639
4 29 8.83135
4 30 8.8365
4 31 8.84184
4 32 8.84738
4 33 8.85311
4 34 8.85903
4 35 8.86514
4 36 8.87145
4 37 8.87795
4 38 8.88464
4 39 8.89152
4 40 8.89858
4 41 8.90584
4 42 8.91329
4 43 8.92093
4 44 8.92875
4 45 8.93676
4 46 8.94496
4 47 8.95335
5 0 9.22641
5 1 9.21787
5 2 9.20951
5 3 9.20133
5 4 9.19334
5 5 9.18552
5 6 9.17789
5 7 9.17044
5 8 9.16318
5 9 9.1561
5 10 9.1492
5 11 9.14249
5 12 9.13596
5 13 9.12962
5 14 9.12347
5 15 9.1175
5 16 9.11172
5 17 9.10613
5 18 9.10072
5 19 9.0955
5 20 9.09047
5 21 9.08563
5 22 9.08098
5 23 9.07652
5 24 9.07224
5 25 9.06816
5 26 9.06427
5 27 9.06056
5 28 9.05705
5 29 9.05373
5 30 9.05059
5 31 9.04765
5 32 9.0449
5 33 9.04235
5 34 9.03998
5 35 9.03781
5 36 9.03582
5 37 9.03403
5 38 9.03243
5 39 9.03103
5 40 9.02981
5 41 9.02879
5 42 9.02796
5 43 9.02733
5 44 9.02688
5 45 9.02663
5 46 9.02657
5 47 9.02671
6 0 9.23116
6 1 9.22262
6 2 9.21427
6 3 9.20609
6 4 9.1981
6 5 9.19029
6 6 9.18266
6 7 9.17522
6 8 9.16796
6 9 9.16088
6 10 9.15399
6 11 9.14728
6 12 9.14076
6 13 9.13442
6 14 9.12827
6 15 9.12231
6 16 9.11653
6 17 9.11094
6 18 9.10553
6 19 9.10032
6 20 9.09529
6 21 9.09045
6 22 9.0858
6 23 9.08134
6 24 9.07707
6 25 9.07299
6 26 9.0691
6 27 9.0654
6 28 9.06189
6 29 9.05857
6 30 9.05544
6 31 9.0525
6 32 9.04975
6 33 9.04719
6 34 9.04483
6 35 9.04265
6 36 9.04067
6 37 9.03888
6 38 9.03728
6 39 9.03588
6 40 9.03467
6 41 9.03364
6 42 9.03282
6 43 9.03218
6 44 9.03174
6 45 9.03148
6 46 9.03143
6 47 9.03156
7 0 9.04493
7 1 9.03622
7 2 9.02769
7 3 9.01934
7 4 9.01119
7 5 9.00321
7 6 8.99543
7 7 8.98783
7 8 8.98041
7 9 8.97319
7 10 8.96615
7 11 8.9593
7 12 8.95265
7 13 8.94618
7 14 8.93989
7 15 8.9338
7 16 8.92791
7 17 8.9222
7 18 8.91668
7 19 8.91135
7 20 8.90622
7 21 8.90128
7 22 8.89653
7 23 8.89198
7 24 8.88761
7 25 8.88344
7 26 8.87947
7 27 8.87569
7 28 8.8721
7 29 8.86871
7 30 8.86551
7 31 8.86251
7 32 8.8597
7 33 8.85709
7 34 8.85468
7 35 8.85246
7 36 8.85043
7 37 8.8486
7 38 8.84697
7 39 8.84554
7 40 8.8443
7 41 8.84325
7 42 8.84241
7 43 8.84176
7 44 8.8413
7 45 8.84105
7 46 8.84099
7 47 8.84112
8 0 9.22729
8 1 9.21875
8 2 9.21039
8 3 9.20221
8 4 9.19422
8 5 9.1864
8 6 9.17877
8 7 9.17132
8 8 9.16406
8 9 9.15698
8 10 9.15008
8 11 9.14337
8 12 9.13685
8 13 9.13051
8 14 9.12435
8 15 9.11839
8 16 9.11261
8 17 9.10702
8 18 9.10161
8 19 9.09639
8 20 9.09136
8 21 9.08652
8 22 9.08187
8 23 9.07741
8 24 9.07314
8 25 9.06905
8 26 9.06516
8 27 9.06146
8 28 9.05794
8 29 9.05462
8 30 9.05149
8 31 9.04855
8 32 9.0458
8 33 9.04324
8 34 9.04088
8 35 9.0387
8 36 9.03672
8 37 9.03493
8 38 9.03333
8 39 9.03192
8 40 9.03071
8 41 9.02969
8 42 9.02886
8 43 9.02822
8 44 9.02778
8 45 9.02753
8 46 9.02747
8 47 9.0276
9 0 9.21866
9 1 9.21012
9 2 9.20175
9 3 9.19356
9 4 9.18556
9 5 9.17774
9 6 9.1701
9 7 9.16265
9 8 9.15537
9 9 9.14829
9 10 9.14139
9 11 9.13467
9 12 9.12814
9 13 9.12179
9 14 9.11563
9 15 9.10966
9 16 9.10387
9 17 9.09828
9 18 9.09287
9 19 9.08764
9 20 9.08261
9 21 9.07776
9 22 9.07311
9 23 9.06864
9 24 9.06436
9 25 9.06028
9 26 9.05638
9 27 9.05267
9 28 9.04916
9 29 9.04583
9 30 9.0427
9 31 9.03975
9 32 9.037
9 33 9.03444
9 34 9.03207
9 35 9.0299
9 36 9.02791
9 37 9.02612
9 38 9.02452
9 39 9.02311
9 40 9.0219
9 41 9.02087
9 42 9.02004
9 43 9.01941
9 44 9.01896
9 45 9.01871
9 46 9.01865
9 47 9.01879
10 0 9.06756
10 1 9.06796
10 2 9.06856
10 3 9.06935
10 4 9.07032
10 5 9.07149
10 6 9.07286
10 7 9.07441
10 8 9.07615
10 9 9.07809
10 10 9.08022
10 11 9.08253
10 12 9.08504
10 13 9.08774
10 14 9.09063
10 15 9.09371
10 16 9.09698
10 17 9.10044
10 18 9.10409
10 19 9.10792
10 20 9.11195
10 21 9.11617
10 22 9.12057
10 23 9.12517
10 24 9.12995
10 25 9.13492
10 26 9.14008
10 27 9.14542
10 28 9.15095
10 29 9.15667
10 30 9.16257
10 31 9.16866
10 32 9.17494
10 33 9.1814
10 34 9.18804
10 35 9.19487
10 36 9.20188
10 37 9.20908
10 38 9.21646
10 39 9.22402
10 40 9.23177
10 41 9.23969
10 42 9.2478
10 43 9.25609
10 44 9.26456
10 45 9.2732
10 46 9.28203
10 47 9.29104
11 0 8.79694
11 1 8.79736
11 2 8.79797
11 3 8.79879
11 4 8.79979
11 5 8.801
11 6 8.8024
11 7 8.804
11 8 8.8058
11 9 8.8078
11 10 8.80999
11 11 8.81238
11 12 8.81496
11 13 8.81774
11 14 8.82072
11 15 8.82389
11 16 8.82726
11 17 8.83083
11 18 8.83459
11 19 8.83855
11 20 8.8427
11 21 8.84704
11 22 8.85158
11 23 8.85631
11 24 8.86124
11 25 8.86636
11 26 8.87167
11 27 8.87718
11 28 8.88288
11 29 8.88877
11 30 8.89485
11 31 8.90112
11 32 8.90759
11 33 8.91424
11 34 8.92108
11 35 8.92812
11 36 8.93534
11 37 8.94275
11 38 8.95035
11 39 8.95814
11 40 8.96611
11 41 8.97427
11 42 8.98262
11 43 8.99115
11 44 8.99987
11 45 9.00877
11 46 9.01785
11 47 9.02712
12 0 8.90167
12 1 8.90208
12 2 8.90269
12 3 8.90349
12 4 8.90449
12 5 8.90568
12 6 8.90707
12 7 8.90865
12 8 8.91043
12 9 8.9124
12 10 8.91456
12 11 8.91692
12 12 8.91948
12 13 8.92223
12 14 8.92517
12 15 8.92831
12 16 8.93164
12 17 8.93516
12 18 8.93888
12 19 8.94279
12 20 8.94689
12 21 8.95118
12 22 8.95567
12 23 8.96035
12 24 8.96522
12 25 8.97028
12 26 8.97553
12 27 8.98097
12 28 8.9866
12 29 8.99243
12 30 8.99844
12 31 9.00464
12 32 9.01103
12 33 9.0176
12 34 9.02437
12 35 9.03132
12 36 9.03846
12 37 9.04579
12 38 9.0533
12 39 9.061
12 40 9.06888
12 41 9.07695
12 42 9.0852
12 43 9.09364
12 44 9.10226
12 45 9.11106
12 46 9.12004
12 47 9.12921
13 0 8.81192
13 1 8.81233
13 2 8.81294
13 3 8.81375
13 4 8.81476
13 5 8.81596
13 6 8.81736
13 7 8.81896
13 8 8.82076
13 9 8.82275
13 10 8.82494
13 11 8.82732
13 12 8.8299
13 13 8.83268
13 14 8.83565
13 15 8.83882
13 16 8.84218
13 17 8.84574
13 18 8.8495
13 19 8.85345
13 20 8.85759
13 21 8.86193
13 22 8.86646
13 23 8.87118
13 24 8.8761
13 25 8.88121
13 26 8.88652
13 27 8.89201
13 28 8.8977
13 29 8.90358
13 30 8.90965
13 31 8.91592
13 32 8.92237
13 33 8.92901
13 34 8.93584
13 35 8.94287
13 36 8.95008
13 37 8.95748
13 38 8.96506
13 39 8.97284
13 40 8.9808
13 41 8.98894
13 42 8.99728
13 43 9.0058
13 44 9.0145
13 45 9.02339
13 46 9.03246
13 47 9.04171
14 0 9.09659
14 1 9.09699
14 2 9.09758
14 3 9.09837
14 4 9.09934
14 5 9.10051
14 6 9.10186
14 7 9.10341
14 8 9.10515
14 9 9.10708
14 10 9.1092
14 11 9.11151
14 12 9.11401
14 13 9.1167
14 14 9.11958
14 15 9.12265
14 16 9.12591
14 17 9.12936
14 18 9.133
14 19 9.13682
14 20 9.14084
14 21 9.14504
14 22 9.14943
14 23 9.15401
14 24 9.15878
14 25 9.16373
14 26 9.16887
14 27 9.1742
14 28 9.17971
14 29 9.18541
14 30 9.1913
14 31 9.19737
14 32 9.20362
14 33 9.21006
14 34 9.21669
14 35 9.2235
14 36 9.23049
14 37 9.23766
14 38 9.24502
14 39 9.25256
14 40 9.26028
14 41 9.26818
14 42 9.27626
14 43 9.28452
14 44 9.29296
14 45 9.30159
14 46 9.31039
14 47 9.31936
15 0 8.8085
15 1 8.80085
15 2 8.79339
15 3 8.78613
15 4 8.77905
15 5 8.77217
15 6 8.76548
15 7 8.75898
15 8 8.75268
15 9 8.74657
15 10 8.74065
15 11 8.73493
15 12 8.72941
15 13 8.72408
15 14 8.71895
15 15 8.71401
15 16 8.70927
15 17 8.70473
15 18 8.70039
15 19 8.69624
15 20 8.69229
15 21 8.68854
15 22 8.68499
15 23 8.68164
15 24 8.67849
15 25 8.67553
15 26 8.67278
15 27 8.67022
15 28 8.66787
15 29 8.66571
15 30 8.66376
15 31 8.662
15 32 8.66045
15 33 8.65909
15 34 8.65794
15 35 8.65698
15 36 8.65623
15 37 8.65568
15 38 8.65533
15 39 8.65518
15 40 8.65523
15 41 8.65548
15 42 8.65594
15 43 8.65659
15 44 8.65744
15 45 8.6585
15 46 8.65976
15 47 8.66121
16 0 8.5354
16 1 8.52751
16 2 8.51981
16 3 8.51231
16 4 8.505
16 5 8.4979
16 6 8.49099
16 7 8.48429
16 8 8.47778
16 9 8.47147
16 10 8.46536
16 11 8.45946
16 12 8.45376
16 13 8.44825
16 14 8.44295
16 15 8.43786
16 16 8.43296
16 17 8.42827
16 18 8.42379
16 19 8.4195
16 20 8.41542
16 21 8.41155
16 22 8.40788
16 23 8.40442
16 24 8.40116
16 25 8.39811
16 26 8.39526
16 27 8.39262
16 28 8.39019
16 29 8.38796
16 30 8.38594
16 31 8.38413
16 32 8.38252
16 33 8.38112
16 34 8.37993
16 35 8.37895
16 36 8.37817
16 37 8.3776
16 38 8.37724
16 39 8.37708
16 40 8.37714
16 41 8.3774
16 42 8.37787
16 43 8.37854
16 44 8.37942
16 45 8.38051
16 46 8.38181
16 47 8.38332
17 0 8.63492
17 1 8.62712
17 2 8.61951
17 3 8.61209
17 4 8.60487
17 5 8.59785
17 6 8.59102
17 7 8.58439
17 8 8.57796
17 9 8.57173
17 10 8.56569
17 11 8.55986
17 12 8.55422
17 13 8.54878
17 14 8.54355
17 15 8.53851
17 16 8.53367
17 17 8.52904
17 18 8.5246
17 19 8.52037
17 20 8.51634
17 21 8.51251
17 22 8.50889
17 23 8.50547
17 24 8.50225
17 25 8.49923
17 26 8.49642
17 27 8.49381
17 28 8.49141
17 29 8.48921
17 30 8.48721
17 31 8.48542
17 32 8.48383
17 33 8.48245
17 34 8.48127
17 35 8.4803
17 36 8.47953
17 37 8.47897
17 38 8.47861
17 39 8.47846
17 40 8.47851
17 41 8.47877
17 42 8.47923
17 43 8.4799
17 44 8.48077
17 45 8.48185
17 46 8.48313
17 47 8.48462
18 0 8.54808
18 1 8.5402
18 2 8.53251
18 3 8.52502
18 4 8.51773
18 5 8.51063
18 6 8.50374
18 7 8.49704
18 8 8.49054
18 9 8.48425
18 10 8.47815
18 11 8.47225
18 12 8.46656
18 13 8.46106
18 14 8.45577
18 15 8.45068
18 16 8.44579
18 17 8.44111
18 18 8.43663
18 19 8.43236
18 20 8.42828
18 21 8.42442
18 22 8.42075
18 23 8.4173
18 24 8.41404
18 25 8.411
18 26 8.40815
18 27 8.40552
18 28 8.40309
18 29 8.40086
18 30 8.39885
18 31 8.39704
18 32 8.39543
18 33 8.39404
18 34 8.39285
18 35 8.39186
18 36 8.39109
18 37 8.39052
18 38 8.39016
18 39 8.39
18 40 8.39006
18 41 8.39032
18 42 8.39078
18 43 8.39146
18 44 8.39234
18 45 8.39343
18 46 8.39472
18 47 8.39622
19 0 8.83306
19 1 8.82543
19 2 8.81799
19 3 8.81074
19 4 8.80369
19 5 8.79682
19 6 8.79015
19 7 8.78367
19 8 8.77739
19 9 8.77129
19 10 8.7654
19 11 8.75969
19 12 8.75419
19 13 8.74887
19 14 8.74376
19 15 8.73883
19 16 8.73411
19 17 8.72958
19 18 8.72525
19 19 8.72111
19 20 8.71718
19 21 8.71344
19 22 8.7099
19 23 8.70655
19 24 8.70341
19 25 8.70046
19 26 8.69772
19 27 8.69517
19 28 8.69282
19 29 8.69067
19 30 8.68872
19 31 8.68697
19 32 8.68542
19 33 8.68407
19 34 8.68292
19 35 8.68197
19 36 8.68122
19 37 8.68067
19 38 8.68032
19 39 8.68017
19 40 8.68022
19 41 8.68047
19 42 8.68092
19 43 8.68157
19 44 8.68243
19 45 8.68348
19 46 8.68473
19 47 8.68618
