Plane	Strip	MeanFit	Mean
2	18	0.163949	0.164062
2	19	0.105476	0.105469
2	20	0.175789	0.175781
2	21	0.0820389	0.0820312
2	22	0.0936362	0.09375
2	23	0.0701987	0.0703125
2	24	0.011726	0.0117188
2	25	0.0233237	0.0234375
2	26	0.058601	0.0585938
2	27	-0.0469888	-0.046875
2	28	-0.0235513	-0.0234375
2	29	-0.000113766	0
2	30	0.0820385	0.0820312
2	31	0.000265202	0
2	32	0.128918	0.128906
2	33	0.0351639	0.0351562
2	34	0.128914	0.128906
2	35	-0.0351486	-0.0351562
2	36	0.140511	0.140625
2	37	0.011726	0.0117188
2	38	0.128914	0.128906
2	39	0.0237027	0.0234375
2	40	0.0940153	0.09375
2	41	0.0820428	0.0820312
2	42	0.0705777	0.0703125
2	43	0.0819789	0.0820312
2	44	0.117453	0.117188
2	45	0.0237028	0.0234375
2	46	0.0936362	0.09375
2	47	0	-11.9766
3	0	0	-11.9766
3	1	-1.69375	0.0181108
3	2	-1.62344	0.0741211
3	3	-1.69375	-0.129485
3	4	-1.50625	0.0879648
3	5	0.603125	0.128289
3	6	-1.62344	0.0462891
3	7	-1.6	0.0595069
3	8	0.65	0.307617
3	9	-1.69375	0.0114294
3	10	-1.55313	0.134994
3	11	-1.64688	-0.000285823
3	12	-1.50625	0.338954
3	13	-1.64688	0.00578521
3	14	0.720296	0.263906
3	15	0.509375	0.0424409
3	16	-1.57656	0.0734485
3	17	-0.000103288	0
3	18	-1.55313	-0.0439453
3	19	-1.50625	-0.00214569
3	20	0.128915	0.128906
3	21	-1.67031	-0.0945527
3	22	0.08204	0.0820312
3	23	0.035165	0.0351562
3	24	6.5875	6.58627
3	25	7.29302	6.723
3	26	6.64438	6.64453
3	27	6.55063	6.55078
3	28	6.66798	6.66797
3	29	4.91562	6.5422
3	30	6.66781	6.66797
3	31	5.00937	6.67031
3	32	7.34948	6.79572
3	33	7.14218	6.71195
3	34	6.71635	6.71517
3	35	7.16149	6.62902
3	36	5.10312	6.70567
3	37	6.59786	6.59766
3	38	4.93906	6.67622
3	39	7.23593	6.82208
3	40	5.10312	6.70533
3	41	7.18061	6.60683
3	42	6.72781	6.72691
3	43	5.05625	6.6126
3	44	6.76156	6.76172
3	45	4.98594	6.76302
3	46	6.65671	6.65625
3	47	0	-11.9766
4	0	0	-11.9766
4	1	0.140598	0.140625
4	2	0.164036	0.164062
4	3	0.579687	0.0289935
4	4	0.140598	0.140625
4	5	0.105138	0.105469
4	6	0.128576	0.128906
4	7	0.0582633	0.0585938
4	8	0.222326	0.222656
4	9	-0.273437	0.0881339
4	10	0.128239	0.128906
4	11	0.65	0.105361
4	12	0.198888	0.199219
4	13	0.105138	0.105469
4	14	0.175451	0.175781
4	15	0.105138	0.105469
4	16	0.175451	0.175781
4	17	0.0348258	0.0351562
4	18	0.128576	0.128906
4	19	-0.273437	0.0881339
4	20	0.210911	0.210938
4	21	0.0348258	0.0351562
4	22	0.0468483	0.046875
4	23	0.117161	0.117188
4	24	0.269201	0.269531
4	25	0.269201	0.269531
4	26	0.164011	0.164062
4	27	0.128576	0.128906
4	28	0.245763	0.246094
4	29	0.128576	0.128906
4	30	0.316076	0.316406
4	31	0.175451	0.175781
4	32	0.175451	0.175781
4	33	0.187473	0.1875
4	34	0.245763	0.246094
4	35	0.579687	0.0412829
4	36	0.151676	0.152344
4	37	-0.0120492	-0.0117188
4	38	-0.226562	0.134985
4	39	0.0702858	0.0703125
4	40	0.0702858	0.0703125
4	41	-0.0354867	-0.0351562
4	42	0.164036	0.164062
4	43	0.0468483	0.046875
4	44	0.128576	0.128906
4	45	0.0937233	0.09375
4	46	-0.0118371	-0.0117188
4	47	0	-11.9766
5	0	0	-11.9766
5	1	-0.199239	-0.199219
5	2	-0.152364	-0.152344
5	3	-0.0586138	-0.0585938
5	4	-0.152364	-0.152344
5	5	-0.414062	-0.067806
5	6	-0.246114	-0.246094
5	7	-0.0939451	-0.09375
5	8	-0.187695	-0.1875
5	9	-0.14082	-0.140625
5	10	-0.199239	-0.199219
5	11	-0.105489	-0.105469
5	12	-0.175801	-0.175781
5	13	0.0585737	0.0585938
5	14	-0.0586138	-0.0585938
5	15	-0.0470701	-0.046875
5	16	-0.0351763	-0.0351562
5	17	0.0585737	0.0585938
5	18	-0.14082	-0.140625
5	19	0.0585737	0.0585938
5	20	-0.0586138	-0.0585938
5	21	-0.0470701	-0.046875
5	22	0.0585737	0.0585938
5	23	0.0351362	0.0351562
5	24	0.0232424	0.0234375
5	25	0.0116987	0.0117188
5	26	-0.0586138	-0.0585938
5	27	0.128886	0.128906
5	28	-0.0117388	-0.0117188
5	29	0.0351362	0.0351562
5	30	-0.0351935	-0.0351562
5	31	0.603125	0.0221543
5	32	-0.0351763	-0.0351562
5	33	0.0585737	0.0585938
5	34	0.0239273	0.0234375
5	35	0.000568543	0
5	36	-0.0117949	-0.0117188
5	37	-0.320312	0.00128066
5	38	-0.694555	-0.704331
5	39	0.058385	0.0585938
5	40	-0.0932601	-0.09375
5	41	0.0231789	0.0234375
5	42	-0.117383	-0.117188
5	43	-0.0351763	-0.0351562
5	44	-0.14082	-0.140625
5	45	-0.0351763	-0.0351562
5	46	-0.0229477	-0.0234375
5	47	0	-11.9766
6	0	0	-11.9766
6	1	-0.175868	-0.175781
6	2	-0.128943	-0.128906
6	3	-0.105505	-0.105469
6	4	-0.554687	-0.198316
6	5	-0.128943	-0.128906
6	6	-0.24613	-0.246094
6	7	-0.15238	-0.152344
6	8	-0.625	-0.268623
6	9	-0.18755	-0.1875
6	10	-0.269568	-0.269531
6	11	-0.175818	-0.175781
6	12	-0.199255	-0.199219
6	13	-0.15238	-0.152344
6	14	-0.199255	-0.199219
6	15	-0.128943	-0.128906
6	16	-0.175818	-0.175781
6	17	-0.0586301	-0.0585938
6	18	-0.554687	-0.198316
6	19	-0.0351926	-0.0351562
6	20	-0.187401	-0.1875
6	21	-0.0936506	-0.09375
6	22	-0.105505	-0.105469
6	23	-0.140526	-0.140625
6	24	-0.351463	-0.351562
6	25	-0.742187	-0.384886
6	26	-0.328026	-0.328125
6	27	-0.24613	-0.246094
6	28	-0.398338	-0.398438
6	29	-0.234276	-0.234375
6	30	-0.398338	-0.398438
6	31	-0.281151	-0.28125
6	32	0.228125	-0.341616
6	33	-0.257713	-0.257812
6	34	-0.328026	-0.328125
6	35	-0.281151	-0.28125
6	36	-0.351463	-0.351562
6	37	-0.281151	-0.28125
6	38	-0.494839	-0.557879
6	39	-0.222717	-0.222656
6	40	-0.434218	-0.433594
6	41	0.228125	-0.34073
6	42	-0.41078	-0.410156
6	43	-0.695312	-0.362341
6	44	-0.481093	-0.480469
6	45	-0.363905	-0.363281
6	46	-0.375355	-0.375
6	47	0	-11.9766
7	0	0	-11.9766
7	1	0.0354546	0.0351562
7	2	-0.34375	0.0125171
7	3	0.152642	0.152344
7	4	0.0354546	0.0351562
7	5	-0.296875	0.0710965
7	6	-0.34375	0.0125171
7	7	0.0702529	0.0703125
7	8	-0.0348579	-0.0351562
7	9	0.129205	0.128906
7	10	0.0120171	0.0117188
7	11	0.0588921	0.0585938
7	12	-0.0817329	-0.0820312
7	13	0.152642	0.152344
7	14	0.105767	0.105469
7	15	0.0354546	0.0351562
7	16	0.0354546	0.0351562
7	17	0.105767	0.105469
7	18	-0.0937714	-0.09375
7	19	-0.0234589	-0.0234375
7	20	-0.0348579	-0.0351562
7	21	-0.0468964	-0.046875
7	22	-0.0114204	-0.0117188
7	23	0.0468536	0.046875
7	24	-0.0703339	-0.0703125
7	25	-0.390625	-0.0460619
7	26	-0.0234589	-0.0234375
7	27	-0.0114204	-0.0117188
7	28	-0.390625	-0.0460619
7	29	-2.13547e-05	0
7	30	-0.152359	-0.152344
7	31	-0.0234589	-0.0234375
7	32	-0.140646	-0.140625
7	33	-0.0820461	-0.0820312
7	34	-0.175796	-0.175781
7	35	-0.0351711	-0.0351562
7	36	-0.105484	-0.105469
7	37	0.0585789	0.0585938
7	38	0.509375	-0.0476818
7	39	-0.0117336	-0.0117188
7	40	-0.0586086	-0.0585938
7	41	0.0820164	0.0820312
7	42	-0.4375	-0.10464
7	43	-0.0470503	-0.046875
7	44	-0.4375	-0.116347
7	45	-0.390625	-0.0694752
7	46	-0.0470504	-0.046875
7	47	0	-11.9766
8	0	0	-11.9766
8	1	6.45699	6.45703
8	2	6.33981	6.33984
8	3	6.52731	6.52734
8	4	6.44541	6.44531
8	5	6.42197	6.42188
8	6	6.43356	6.43359
8	7	6.46885	6.46875
8	8	6.31637	6.31641
8	9	6.49229	6.49219
8	10	6.41012	6.41016
8	11	6.3751	6.375
8	12	6.30932	6.32855
8	13	6.44525	6.44531
8	14	6.3751	6.375
8	15	6.44541	6.44531
8	16	6.3751	6.375
8	17	6.42197	6.42188
8	18	6.32822	6.32812
8	19	6.38609	6.38672
8	20	6.32822	6.32812
8	21	6.4157	6.40876
8	22	6.33922	6.33984
8	23	6.38609	6.38672
8	24	6.65635	6.65625
8	25	6.59703	6.59766
8	26	6.62047	6.62109
8	27	-10.5766	-11.9883
8	28	6.59703	6.59766
8	29	6.62047	6.62109
8	30	6.50328	6.50391
8	31	6.56214	6.5625
8	32	6.60947	6.60938
8	33	6.69078	6.69141
8	34	6.50832	6.52776
8	35	6.69134	6.69141
8	36	6.55016	6.55078
8	37	6.69078	6.69141
8	38	6.51921	6.53916
8	39	6.66791	6.66797
8	40	-11.0766	0
8	41	-11.0766	0
8	42	-11.0766	0
8	43	-11.0766	0
8	44	-11.0766	0
8	45	-11.0766	0
8	46	-11.0766	0
8	47	0	-11.9766
9	0	0	-11.9766
9	1	6.48054	6.48047
9	2	6.37475	6.375
9	3	6.56257	6.5625
9	4	6.46882	6.46875
9	5	6.41022	6.41016
9	6	6.41022	6.41016
9	7	6.48054	6.48047
9	8	6.29304	6.29297
9	9	6.5157	6.51562
9	10	6.46882	6.46875
9	11	6.41022	6.41016
9	12	6.36335	6.36328
9	13	6.4571	6.45703
9	14	6.41022	6.41016
9	15	6.4571	6.45703
9	16	6.44506	6.44531
9	17	6.48054	6.48047
9	18	6.31647	6.31641
9	19	6.38679	6.38672
9	20	6.36335	6.36328
9	21	6.41022	6.41016
9	22	6.41022	6.41016
9	23	6.41022	6.41016
9	24	6.38679	6.38672
9	25	6.36335	6.36328
9	26	6.37507	6.375
9	27	6.42195	6.42188
9	28	-11.0766	0
9	29	6.37507	6.375
9	30	6.21101	6.21094
9	31	6.36335	6.36328
9	32	6.30476	6.30469
9	33	6.38679	6.38672
9	34	6.35163	6.35156
9	35	6.41022	6.41016
9	36	6.28132	6.28125
9	37	6.41022	6.41016
9	38	6.3282	6.32812
9	39	6.43366	6.43359
9	40	6.30476	6.30469
9	41	6.30476	6.30469
9	42	-11.0766	0
9	43	6.28132	6.28125
9	44	6.19929	6.19922
9	45	6.42195	6.42188
9	46	6.3282	6.32812
9	47	0	-11.9766
