2041	0	0
2043	0	0
2044	0	0
2046	0	0
2051	0	0
2052	0	0
2053	0	0
2055	0	0
2058	0	0
2059	0	0
2061	0	0
2063	0	0
2064	0	0
2065	0	0
2066	0	0
2067	0	0
2070	0	0
2071	0	0
2072	0	0
2073	0	0
2074	0	0
2075	0	0
2076	0	0
2077	0	0
2078	0	0
2079	0	0
2080	0	0
2082	0	0
2083	0	0
2084	0	0
2085	0	0
2086	0	0
2087	0	0
2088	0	0
2089	0	0
2091	0	0
2094	0	0
2095	0	0
2096	0	0
2097	0	0
2098	0	0
2099	0	0
2100	0	0
2101	0	0
2102	0	0
2103	0	0
2104	0	0
2105	0	0
2107	-90	0
2109	-90	0
2110	-90	0
2111	-90	0
2113	-90	0
2115	-90	0
2116	-120	0
2118	-120	0
2119	-120	0
2120	-120	0
2126	-120	0
2127	-120	0
2128	-120	0
2129	-120	0
2130	-120	0
2131	-120	0
2132	-90	0
2133	-120	0
2135	-120	0
2139	-120	0
2162	-120	0
2163	-120	0
2164	-120	0
2165	-120	0
2167	-120	0
2170	-120	30
2176	-150	30
2178	-150	30
2179	-120	30
2180	-120	30
2181	-120	30
2182	-120	30
2183	-120	30
2184	-150	30
2185	-150	30
2191	-150	0
2196	-120	30
2212	-60	0
2214	-60	0
2215	-60	0
2216	-60	0
2217	-60	0
2222	-60	0
2223	-60	0
2224	-60	0
2226	-60	0
2227	-60	0
2228	-60	0
2229	-60	0
2230	-60	0
2231	-60	0
2232	-60	0
2233	-60	0
2234	-60	0
2235	-60	0
2236	-60	0
2237	-60	0
2240	-60	0
2241	-60	0
2242	-60	0
2243	-60	0
2244	-60	0
2245	-60	0
2246	-60	0
2247	-60	0
2248	-60	0
2249	-60	0
2250	-60	0
2251	-60	0
2252	-60	0
2253	-60	0
2254	-60	0
2255	-60	0
2257	-60	0
2258	-60	0
2259	-60	0
2261	-60	0
2262	-60	0
2263	-60	0
2264	-60	0
2265	-60	0
2266	-60	0
2267	-60	0
2268	-60	0
2269	-60	0
2270	-60	0
2271	-60	0
2272	-60	0
2273	-60	0
2274	-60	0
2275	-60	0
2276	-60	0
2277	-60	0
2278	-60	0
2279	-60	0
2280	-60	0
2281	-60	0
2282	-60	0
2283	-60	0
2284	-60	0
2285	-60	0
2286	-60	0
2287	-60	0
2288	-60	0
2289	-60	0
2290	-60	0
2291	-60	0
2292	-60	0
2293	-60	0
2294	-60	0
2295	-60	0
2296	-60	0
2297	-60	0
2298	-60	0
2299	-60	0
2300	-60	0
2302	-60	0
2303	-60	0
2304	-60	0
2305	-60	0
2306	-60	0
2307	-60	0
2308	-90	0
2309	-60	0
2310	-60	0
2311	-60	0
2312	-60	0
2313	-60	30
2316	-60	0
2318	0	0
2319	-60	0
2320	-60	0
2321	-60	0
2322	60	0
2324	60	0
2325	120	0
2326	120	0
2327	180	0
2328	180	0
2329	180	0
2331	120	0
2332	270	0
2333	270	0
2334	330	0
2335	330	0
2336	90	0
2337	150	0
2338	90	0
2339	120	0
2340	120	0
2341	120	0
2342	120	0
2345	0	0
2348	-30	0
2351	-30	0
2352	0	0
2355	270	0
2364	270	0
2365	270	30
2366	270	30
2367	270	30
2368	270	30
2369	270	0
2370	270	30
2371	120	0
2375	150	0
2377	150	0
2382	150	0
2383	150	0
2385	150	0
2386	150	0
2388	150	0
2389	150	0
2390	150	0
2391	150	0
2392	150	0
2393	150	0
2394	150	0
2395	150	0
2396	150	0
2397	150	0
2398	150	0
2399	150	0
2400	150	0
2401	150	0
2402	150	0
2403	150	0
2404	150	0
2405	150	0
2406	150	0
2432	-180	0
2440	-120	0
2441	180	0
2442	90	0
2443	90	0
2444	90	0
2445	90	0
2446	90	0
2447	90	0
2448	60	0
2449	90	0
2450	60	0
2451	90	0
2452	60	0
2453	60	0
2454	60	0
2464	30	0
2465	30	0
2466	-2355	-1805
2470	0	-30
2474	0	-30
2475	0	-30
2477	0	-30
2478	0	-30
2479	0	-30
2480	0	-30
2481	0	-30
2483	-30	-30
2484	-30	-30
2485	-30	-30
2487	-30	0
2522	0	0
2524	0	0
2525	0	0
2526	0	0
2527	0	0
2528	-450	0
2529	-390	0
2530	-390	0
2532	-390	0
2533	-390	0
2538	0	0
2545	0	-30
2547	30	-30
2550	30	-30
2551	30	-30
2552	30	-30
2554	30	-30
2555	0	-30
2556	0	-30
2557	0	-30
2558	0	-30
2560	-30	-30
2562	-30	-30
2566	60	-30
2567	60	-30
2570	60	-30
2571	60	0
2572	60	0
2576	60	0
2578	60	-30
2579	60	0
2580	30	0
2581	30	0
2582	30	0
2585	30	0
2586	30	0
2587	30	0
2589	30	0
2590	30	0
2591	30	0
2592	30	0
2594	30	0
2595	30	0
2596	30	0
2598	30	0
2599	30	0
2600	60	0
2601	60	0
2602	60	0
2603	60	0
2604	60	0
2605	60	0
2606	60	0
2610	60	0
2612	60	0
2613	60	0
2614	60	0
2619	30	0
2620	60	0
2621	60	0
2622	60	0
2623	30	0
2624	30	0
2625	30	0
2626	30	0
2627	30	0
2628	30	0
2629	30	0
2630	30	0
2631	60	0
2632	60	0
2633	60	0
2634	60	0
2635	60	0
2636	60	0
2637	60	0
2638	30	0
2639	30	0
2640	30	0
2641	30	0
2642	30	0
2643	30	0
2644	60	0
2645	60	0
2646	30	0
2647	30	0
2648	30	0
2649	60	0
2650	30	0
2651	30	0
2652	30	0
2653	30	0
2654	30	0
2655	30	0
2656	30	0
2657	30	0
2658	30	0
2659	60	0
2660	30	0
2661	30	0
2662	30	0
2663	30	0
2664	30	0
2665	60	0
2666	30	0
2667	30	0
2669	60	30
2670	90	0
2672	90	0
2673	60	0
2674	60	0
2675	60	0
2677	60	0
2678	60	660
2680	60	0
2682	90	30
2683	60	0
2685	90	0
2687	60	0
2688	60	0
2689	60	0
2691	60	0
2693	60	0
2695	90	0
2698	30	-30
2700	60	-30
2701	60	0
2705	30	-30
2706	60	-30
2707	60	-30
2708	60	-30
2710	60	-30
2711	60	-30
2712	60	0
2714	60	-30
2715	30	-30
2716	60	0
2717	60	0
2719	60	0
2720	30	-30
2721	30	-30
2722	30	-30
2723	30	0
2725	30	0
2726	30	-30
2727	30	-30
2728	30	-30
2730	30	-30
2731	30	-30
2732	30	-30
2733	30	-30
2734	30	-30
2735	30	-30
2738	30	-30
2742	30	-30
2743	30	-30
2744	30	-30
2746	30	-30
2747	30	-30
2748	30	-30
2749	30	-30
2750	30	-30
2751	30	-30
2752	30	-30
2753	30	-30
2754	30	-30
2755	30	-30
2756	30	-30
2757	30	-30
2758	30	-30
2759	30	-30
2760	30	-30
2761	30	-30
2762	30	-30
2763	30	0
2764	30	0
20	30	-30
2766	30	-30
2768	30	0
2769	30	0
2770	30	0
2771	30	0
2772	60	0
2774	30	-30
2775	30	-30
2776	30	-30
2777	30	0
2778	30	-30
2779	30	-30
2781	30	-30
2782	30	0
2783	30	0
2784	60	0
2785	60	0
2786	60	0
2788	60	0
2789	60	0
2790	60	0
2791	60	0
2792	60	0
2793	60	0
2795	30	0
2796	30	0
2797	60	0
2799	60	0
2800	60	0
2801	60	0
2802	60	0
2803	60	0
2804	60	0
2805	60	0
2806	60	0
2807	30	0
2808	60	0
2809	60	0
2812	60	0
2813	60	0
2814	60	0
2816	60	0
2817	60	0
2818	60	0
2819	60	-30
2820	60	-30
2821	90	0
2823	60	-30
2824	60	-30
2825	60	0
2826	60	-30
2828	60	-30
2838	-30	0
2839	-30	0
2840	0	0
2841	0	0
2842	0	0
2843	0	0
2844	0	0
2845	0	0
2846	0	0
2847	-30	0
2848	0	0
2849	0	0
2850	0	0
2852	-30	0
2853	0	0
2855	-30	0
2856	-30	0
2857	0	0
2861	0	0
2863	0	0
2864	0	0
2865	0	0
2866	0	0
2867	0	0
2868	0	0
2869	0	0
2870	0	0
2871	0	0
2873	0	0
2874	-30	0
2875	0	0
2877	0	0
2878	-30	0
2879	-30	0
2880	0	0
2881	0	0
2884	-30	0
2885	0	0
2886	0	0
2887	0	0
2889	0	0
2892	0	0
2893	0	0
2895	0	0
2897	-30	0
2898	0	0
2899	0	0
2900	0	0
2901	0	0
2903	0	0
2904	0	0
2905	0	0
2906	0	0
2907	0	0
2910	0	0
2911	0	0
2912	0	0
2913	0	0
2914	0	0
2916	0	0
2917	0	0
2918	0	0
2919	0	0
2922	0	0
2923	0	0
2924	0	0
2925	0	0
2926	0	0
2927	0	0
2928	0	0
2929	0	0
2930	0	0
2931	0	0
2932	0	0
2934	0	0
2935	0	0
2936	0	0
2937	0	0
2939	0	0
2940	0	0
2942	-30	0
2944	0	0
2945	0	0
2946	0	0
2947	0	0
2948	0	0
2950	0	0
2953	0	0
2954	0	0
2955	0	0
2956	0	0
2957	0	0
2958	-30	0
2960	0	0
2961	0	0
2962	0	0
2963	0	0
2964	0	0
2966	0	0
2969	0	0
2970	0	0
2972	0	0
2973	0	0
2974	0	0
2975	0	0
2976	0	0
2977	0	0
2978	0	0
2979	0	0
2980	0	0
2981	0	0
2982	0	0
3002	0	0
3003	0	0
3004	-30	0
3007	-30	0
3008	-30	0
3010	-30	0
3011	-30	0
3012	-30	0
3013	-30	0
3015	0	0
3018	-30	0
3021	-30	0
3022	-30	0
3023	-30	0
3025	-30	0
3026	0	0
3028	0	0
3029	0	0
3036	-30	0
3037	0	0
3039	0	0
3041	-30	0
3042	-30	0
3043	-30	0
3044	0	0
3045	0	0
3046	0	0
3049	-30	0
3051	0	0
3052	0	0
3053	0	0
3054	-30	0
3056	-30	0
3057	-30	0
3058	-30	0
3059	-30	-30
3060	-30	-30
3061	-30	-30
3062	-30	-30
3063	-30	0
3064	-30	-30
3065	-30	-30
3066	-30	-30
3067	-30	-30
3068	-30	-30
3069	-30	0
3070	-30	-30
3071	-30	-30
3072	-30	-30
3073	-30	-30
3075	-30	-30
3076	-30	0
3077	-30	-30
3078	-30	-30
3079	-30	-30
3080	-30	-30
3081	-30	0
3083	-30	-30
3084	-30	-30
3085	-30	-30
3086	-30	-90
3087	-30	-30
3088	-30	0
3089	-30	-30
3091	-30	-30
3094	-30	-30
3095	-30	0
3096	-30	0
3097	-30	-30
3098	-30	-30
3099	-30	0
3100	-30	0
3101	-30	0
3102	-30	0
3104	-30	0
3105	-30	0
3108	0	0
3109	0	0
3113	0	0
3114	0	0
3115	0	0
3117	0	0
3118	0	0
3119	0	0
3120	0	0
3121	0	0
3122	0	0
3123	0	0
3125	0	0
3126	0	0
3127	0	0
3128	0	0
3129	0	0
3130	0	0
3131	0	0
3134	0	30
3135	0	0
3136	0	0
3137	0	0
3138	0	30
3139	0	30
3141	0	0
3142	0	0
3143	0	0
3144	0	0
3145	0	0
3146	0	0
3147	0	0
3148	-390	0
3149	0	0
3150	0	0
3152	0	0
3153	0	0
3154	0	0
3155	0	0
3157	0	0
3159	0	0
3160	0	0
3161	0	0
3162	0	0
3163	0	0
3164	0	0
3165	0	0
3166	0	0
3167	0	0
3168	0	0
3170	0	0
3172	0	0
3174	0	0
3176	0	0
3178	0	0
3180	0	0
3181	0	0
3182	0	0
3183	0	0
3184	0	0
3185	0	0
3186	0	0
3187	0	0
3188	0	0
3189	0	0
3190	0	0
3192	0	0
3193	0	0
3194	0	0
3195	0	0
3196	0	0
3197	0	0
3199	0	0
3200	0	0
3202	0	0
3205	0	0
3206	0	0
3207	0	0
3208	0	0
3210	0	0
3211	0	0
3212	0	0
3213	0	0
3214	0	0
3216	0	0
3217	0	0
3218	0	0
3219	0	0
3220	0	0
3221	0	0
3224	0	0
3225	0	0
3227	0	30
3229	0	0
3230	0	0
3231	0	0
3232	0	0
3233	0	0
3234	0	0
3235	0	0
3236	0	0
3237	0	0
3239	0	0
3241	0	0
3243	0	0
3246	0	0
3247	0	0
3248	0	0
3249	0	30
3252	0	0
3253	0	0
3254	0	0
3255	0	0
3257	0	0
3258	0	0
3259	0	0
3264	0	-30
3270	0	-30
3271	0	-30
3272	0	-30
3273	0	-30
3275	0	0
3276	0	-30
3277	0	-60
3278	0	-30
3279	0	-60
3280	0	-30
3281	0	-60
3282	0	-60
3284	0	-60
3285	0	-60
3286	0	-30
3287	0	-60
3288	0	-90
3289	0	-90
3291	0	-90
3292	0	-30
3293	0	-60
3294	0	-60
3300	0	-30
3301	0	-30
3302	0	0
3303	0	-30
3305	0	-30
3306	0	-30
3307	0	-30
3308	0	0
3310	0	-30
3311	0	-30
3312	0	-30
3313	0	-30
3314	0	0
3315	0	-30
3316	0	-30
3317	0	-30
3318	0	-30
3319	0	0
3320	0	0
3321	0	-30
3322	-30	-30
3323	0	0
3324	0	-90
3325	0	-30
3326	0	-60
3327	0	-30
3328	0	-30
3332	0	0
3335	0	0
3338	0	0
3339	0	0
3340	0	0
3341	0	0
3342	0	0
3343	0	0
3344	0	0
3345	0	0
3347	0	0
3348	0	0
3349	0	0
3350	0	0
3351	0	0
3352	0	0
3353	0	0
3354	0	0
3355	0	0
3356	0	0
3357	0	0
3358	0	0
3360	0	0
3362	0	0
3365	0	0
3366	0	0
3367	0	0
3368	0	0
3369	0	0
3370	0	0
3374	0	0
3376	0	0
3378	0	0
3379	0	0
3380	0	0
3381	0	0
3382	0	0
3383	0	0
3385	0	0
3387	0	0
3389	0	0
3390	0	0
3391	0	0
3393	0	0
3394	-30	0
3395	0	0
3396	0	0
3397	0	0
3398	0	0
3399	0	0
3400	-30	0
3401	0	0
3402	0	0
3403	0	0
3404	-30	0
3405	-30	0
3406	0	0
3408	0	0
3409	0	0
3410	0	0
3411	0	0
3412	0	0
3413	0	0
3414	0	0
3415	0	0
3416	0	0
3417	0	0
3418	0	0
3419	0	0
3421	0	0
3423	0	0
3425	0	0
3426	0	0
3427	0	0
3429	0	0
3430	-360	30
3431	-360	30
3432	-360	0
3433	-360	0
3434	-360	0
3435	-120	30
3436	-120	30
3437	-120	30
3441	-120	30
3442	-120	30
3443	0	0
3446	0	30
3447	0	30
3451	0	30
3452	0	30
3453	120	0
3454	120	0
3455	120	0
3456	120	0
3457	120	30
3462	60	30
3463	60	30
3464	90	30
3465	60	30
3466	90	30
3467	90	30
3472	60	30
3474	90	30
3475	-90	30
3476	-90	30
3479	-120	30
3481	-90	30
3482	-90	30
3483	-90	30
3485	0	30
3491	0	30
3492	0	30
3493	0	30
3495	0	30
3496	120	30
3497	120	30
3498	120	30
3499	120	30
3500	120	30
3503	-360	30
3504	-360	30
3505	-360	30
3506	-360	30
3507	-360	30
3508	-360	30
3509	-360	0
3510	-360	30
3511	-360	0
3512	0	0
3513	0	0
3514	0	30
3515	0	30
3516	0	30
3517	0	30
3518	0	30
3519	0	30
3520	0	30
3521	0	30
3522	0	30
3523	0	30
3524	0	30
3525	0	30
3526	0	30
3527	0	30
3528	0	30
3529	0	30
3530	0	30
3531	0	30
3532	0	30
3535	0	30
3536	0	30
3537	0	30
3538	0	30
3539	0	30
3541	0	30
3542	0	30
3543	0	30
3544	0	30
3545	0	30
3546	0	30
3547	0	30
3548	0	30
3549	0	30
3550	0	30
3551	0	30
3552	0	30
3553	0	30
3554	0	30
3555	0	30
3557	0	30
3558	0	30
3559	0	30
3560	0	30
3561	0	30
3562	0	30
3563	0	30
3564	0	30
3565	0	30
3566	0	30
3567	0	30
3568	0	30
3569	0	30
3570	0	30
3571	0	30
3572	0	30
3573	0	30
3574	0	30
3575	0	30
3576	0	30
3578	0	30
3580	0	30
3581	0	30
3582	0	30
3583	0	30
3584	0	30
3587	0	30
3588	0	30

