Final TimeShift. ns
2 29 8.5195830
2 30 8.5288311
2 31 8.5394338
2 32 8.5389604
2 33 8.5518439
2 34 8.5489301
2 35 8.5542206
2 36 8.5726490
2 37 8.5691977
2 38 8.5744031
2 39 8.5828184
2 40 8.5890392
2 41 8.6044881
2 42 8.6045951
2 43 8.6168055
2 44 8.6212322
2 45 8.6298852
2 46 8.6411709
2 47 8.6442792
3 0 8.3528854
3 1 8.3491051
3 2 8.3449464
3 3 8.3455554
3 4 8.3465505
3 5 8.3439931
3 6 8.3474989
3 7 8.3501017
3 8 8.3533668
3 9 8.3478916
3 10 8.3513415
3 11 8.3651046
3 12 8.3596904
3 13 8.3655967
3 14 8.3663795
3 15 8.3728997
3 16 8.3559732
3 17 8.3649334
3 18 8.3721182
3 19 8.3838624
3 20 8.3891727
3 21 8.3941997
3 22 8.3950676
3 23 8.3970195
3 24 8.4048028
3 25 8.4119427
3 26 8.4119175
3 27 8.4210413
3 28 8.4243732
3 29 8.4272337
3 30 8.4419242
3 31 8.4393838
3 32 8.4522937
3 33 9.2604080
3 34 8.4618161
3 35 8.4609971
3 36 8.4651909
3 37 8.4807363
3 38 8.4880559
3 39 8.4959819
3 40 8.5086913
3 41 8.5092704
3 42 8.5111609
3 43 8.5114694
3 44 8.5283798
3 45 8.5435208
3 46 8.5569908
3 47 8.5631014
4 0 8.6657971
4 1 8.6484797
4 2 8.6510733
4 3 8.6538960
4 4 8.6687634
4 5 8.6632151
4 6 8.6596936
4 7 8.6757379
4 8 8.6778685
4 9 8.6886941
4 10 8.6659637
4 11 8.6759578
4 12 8.6678812
4 13 8.6670187
4 14 8.6724203
4 15 8.6866623
4 16 8.6737857
4 17 8.6667019
4 18 8.6927751
4 19 8.6962591
4 20 8.7062124
4 21 8.6951589
4 22 8.6997483
4 23 8.7097860
4 24 8.7148397
4 25 8.7112379
4 26 8.7211789
4 27 8.7297478
4 28 8.7417635
4 29 8.7493987
4 30 8.7278099
4 31 8.7494647
4 32 8.7605384
4 33 8.7637891
4 34 8.7608805
4 35 8.7782075
4 36 8.7919664
4 37 8.7874489
4 38 8.7843763
4 39 8.7956829
4 40 8.7981810
4 41 8.8137943
4 42 8.8158481
4 43 8.8209871
4 44 8.8337431
4 45 8.8535346
4 46 8.8566577
4 47 8.8771777
5 0 9.0912600
5 1 9.0950760
5 2 9.1028466
5 3 9.0886264
5 4 9.0773889
5 5 9.0845124
5 6 9.0740569
5 7 9.0578101
5 8 9.0364949
5 9 9.0405750
5 10 9.0294249
5 11 9.0423091
5 12 9.0361689
5 13 9.0221471
5 14 9.0022861
5 15 9.0144330
5 16 8.9964741
5 17 8.9853139
5 18 8.9719129
5 19 8.9697963
5 20 8.9580677
5 21 8.9576992
5 22 8.9531575
5 23 8.9513858
5 24 8.9682375
5 25 8.9626411
5 26 8.9377343
5 27 8.9364798
5 28 8.9445440
5 29 8.9483407
5 30 8.9281206
5 31 8.9395534
5 32 8.9346086
5 33 8.9190846
5 34 8.9277164
5 35 8.9354227
5 36 8.9518741
5 37 8.9521528
5 38 8.9409313
5 39 8.9438025
5 40 8.9442332
5 41 8.9258630
5 42 8.9600149
5 43 8.9464330
5 44 8.9323660
5 45 8.9601435
5 46 8.9322496
5 47 8.9271254
6 0 9.1464268
6 1 9.1122962
6 2 9.1175116
6 3 9.1007149
6 4 9.0904765
6 5 9.0697210
6 6 9.0641816
6 7 9.0435621
6 8 9.0458529
6 9 9.0402156
6 10 9.0431365
6 11 9.0330913
6 12 9.0203798
6 13 9.0280197
6 14 9.0211794
6 15 9.0210008
6 16 9.0167233
6 17 9.0042971
6 18 8.9997776
6 19 9.0018559
6 20 8.9792168
6 21 8.9791623
6 22 8.9719814
6 23 8.9722246
6 24 8.9683410
6 25 8.9643783
6 26 8.9633747
6 27 8.9546344
6 28 8.9535733
6 29 8.9448352
6 30 8.9511048
6 31 8.9443918
6 32 8.9386724
6 33 8.9420447
6 34 8.9377768
6 35 8.9309537
6 36 8.9292246
6 37 8.9369369
6 38 8.9309858
6 39 8.9253195
6 40 8.9302629
6 41 8.9267806
6 42 8.9303047
6 43 8.9302564
6 44 8.9328148
6 45 8.9338925
6 46 8.9400708
6 47 8.9298566
7 0 8.9479552
7 1 8.9494140
7 2 8.9229582
7 3 8.9147247
7 4 8.9053069
7 5 8.8954967
7 6 8.8902543
7 7 8.8809870
7 8 8.8786744
7 9 8.8738056
7 10 8.8667312
7 11 8.8577734
7 12 8.8523137
7 13 8.8452045
7 14 8.8429495
7 15 8.8369917
7 16 8.8286489
7 17 8.8256797
7 18 8.8169253
7 19 8.8137039
7 20 8.8061333
7 21 8.8025164
7 22 8.8042233
7 23 8.7921371
7 24 8.7931980
7 25 8.7868506
7 26 8.7793551
7 27 8.7869477
7 28 8.7756450
7 29 8.7715192
7 30 8.7734308
7 31 8.7708188
7 32 8.7677657
7 33 8.7660276
7 34 8.7579354
7 35 8.7582357
7 36 8.7583496
7 37 8.7588875
7 38 8.7564418
7 39 8.7606991
7 40 8.7574268
7 41 8.7555322
7 42 8.7519463
7 43 8.7497044
7 44 8.7574964
7 45 8.7491955
7 46 8.7540091
7 47 8.7703160
8 0 9.1112211
8 1 9.1092968
8 2 9.0981502
8 3 9.1001352
8 4 9.0833508
8 5 9.0852461
8 6 9.0732787
8 7 9.0740669
8 8 9.0615974
8 9 9.0529981
8 10 9.0384228
8 11 9.0398905
8 12 9.0303059
8 13 9.0243894
8 14 9.0284353
8 15 9.0211377
8 16 9.0150058
8 17 9.0087083
8 18 9.0055299
8 19 8.9996357
8 20 8.9919092
8 21 8.9891918
8 22 8.9878793
8 23 8.9822423
8 24 8.9786580
8 25 8.9725108
8 26 8.9724609
8 27 8.9704320
8 28 8.9641554
8 29 8.9654688
8 30 8.9645371
8 31 8.9529909
8 32 8.9461016
8 33 8.9486351
8 34 8.9473514
8 35 8.9533195
8 36 8.9395579
8 37 8.9473268
8 38 8.9382029
8 39 8.9389613
8 40 8.9423460
8 41 8.9423066
8 42 8.9263916
8 43 8.9287764
8 44 8.9351988
8 45 8.9355587
8 46 8.9279102
8 47 8.9503255
9 0 9.1042217
9 1 9.0807440
9 2 9.0743896
9 3 9.0702070
9 4 9.0595816
9 5 9.0603727
9 6 9.0621530
9 7 9.0405091
9 8 9.0430982
9 9 9.0243574
9 10 9.0278833
9 11 9.0241778
9 12 9.0132947
9 13 9.2384670
9 14 8.9996664
9 15 8.9981677
9 16 8.9970529
9 17 8.9904453
9 18 8.9889862
9 19 8.9903282
9 20 8.9827172
9 21 8.9691451
9 22 8.9705274
9 23 8.9587233
9 24 8.9604853
9 25 8.9558010
9 26 8.9541127
9 27 8.9417045
9 28 8.9343094
9 29 8.9452213
9 30 8.9525967
9 31 8.9322944
9 32 8.9387641
9 33 8.9358456
9 34 8.9310943
9 35 8.9279845
9 36 8.9281677
9 37 8.9283481
9 38 8.9255692
9 39 8.9268302
9 40 8.9228510
9 41 8.9215365
9 42 8.9198374
9 43 8.9208336
9 44 8.9049592
9 45 8.8836982
9 46 8.9216953
9 47 8.9171085
10 0 8.9826957
10 1 8.9765296
10 2 8.9531943
10 3 8.9444879
10 4 8.9515153
10 5 8.9543134
10 6 8.9580063
10 7 8.9484924
10 8 8.9500793
10 9 8.9682259
10 10 8.9812211
10 11 8.9724174
10 12 8.9815249
10 13 8.9682727
10 14 8.9896263
10 15 8.9884783
10 16 8.9854050
10 17 8.9845079
10 18 8.9801255
10 19 8.9881705
10 20 8.9951060
10 21 9.0000620
10 22 9.0109583
10 23 9.0068893
10 24 9.0049783
10 25 9.0236939
10 26 9.0159554
10 27 9.0073208
10 28 9.0373406
10 29 9.0443486
10 30 9.0327602
10 31 9.0461114
10 32 9.0512508
10 33 9.0610809
10 34 9.0560725
10 35 9.0647275
10 36 9.0732665
10 37 9.0765068
10 38 9.0934175
10 39 9.0926320
10 40 9.0969989
10 41 9.1165901
10 42 9.1261436
10 43 9.1079897
10 44 9.1223478
10 45 9.1314801
10 46 9.1240520
10 47 9.1479543
11 0 8.7099240
11 1 8.6966280
11 2 8.6876223
11 3 8.6970179
11 4 8.7028928
11 5 8.6953529
11 6 8.7023293
11 7 8.7044718
11 8 8.7074159
11 9 8.7073379
11 10 8.7086245
11 11 8.7165237
11 12 8.7193678
11 13 8.7182113
11 14 8.7121849
11 15 8.7293823
11 16 8.7252146
11 17 8.7297291
11 18 8.7239554
11 19 8.7372325
11 20 8.7398311
11 21 8.7413820
11 22 8.7502455
11 23 8.7507144
11 24 8.7564971
11 25 8.7640408
11 26 8.7645567
11 27 8.7731926
11 28 8.7760260
11 29 8.7810562
11 30 8.7857120
11 31 8.7996369
11 32 8.8023486
11 33 8.8101082
11 34 8.8166660
11 35 8.8202116
11 36 8.8319044
11 37 8.8340769
11 38 8.8385112
11 39 8.8421435
11 40 8.8536423
11 41 8.8581641
11 42 8.8692234
11 43 8.8818483
11 44 8.8851806
11 45 8.8950178
11 46 8.9192606
11 47 8.9226557
12 0 8.8345033
12 1 8.8179625
12 2 8.8234527
12 3 8.8187001
12 4 8.8187246
12 5 8.8196377
12 6 8.8220211
12 7 8.8220605
12 8 8.8250657
12 9 8.8205969
12 10 8.8246203
12 11 8.8334298
12 12 8.8296194
12 13 8.8389012
12 14 8.8344579
12 15 8.8343431
12 16 8.8427696
12 17 8.8486859
12 18 8.8484091
12 19 8.8526712
12 20 8.8589320
12 21 8.8570746
12 22 8.8694174
12 23 8.8735144
12 24 8.8769580
12 25 8.8824747
12 26 8.8795434
12 27 8.8861604
12 28 8.8922907
12 29 8.8950597
12 30 8.9096156
12 31 8.9144559
12 32 8.9134890
12 33 8.9256638
12 34 8.9338473
12 35 8.9388920
12 36 8.9407139
12 37 8.9489994
12 38 8.9557598
12 39 8.9617188
12 40 8.9666444
12 41 8.9742427
12 42 8.9814353
12 43 8.9932083
12 44 9.0022345
12 45 9.0120808
12 46 9.0230376
12 47 9.0428252
13 0 8.7326206
13 1 8.7148775
13 2 8.6981625
13 3 8.7199460
13 4 8.7101223
13 5 8.7178375
13 6 8.7137256
13 7 8.7139962
13 8 8.7170849
13 9 8.7288011
13 10 8.7215495
13 11 8.7299722
13 12 8.7261896
13 13 8.7280200
13 14 8.7321282
13 15 8.7353149
13 16 8.7404689
13 17 8.7478739
13 18 8.7506042
13 19 8.7521543
13 20 8.7585150
13 21 8.7619603
13 22 8.7670370
13 23 8.7657706
13 24 8.7742787
13 25 8.7798825
13 26 8.7824743
13 27 8.7868981
13 28 8.7964699
13 29 8.7982885
13 30 8.8051340
13 31 8.8123663
13 32 8.8179252
13 33 8.8213686
13 34 8.8312334
13 35 8.8376569
13 36 8.8391100
13 37 8.8578324
13 38 8.8554407
13 39 8.8581028
13 40 8.8612230
13 41 8.8734395
13 42 8.8791430
13 43 8.8934680
13 44 8.9002801
13 45 8.9067719
13 46 8.9181341
13 47 8.9253032
14 0 8.9850970
14 1 8.9851870
14 2 8.9854670
14 3 8.9859370
14 4 8.9866070
14 5 8.9874570
14 6 8.9885170
14 7 8.9897570
14 8 8.9911970
14 9 8.9928270
14 10 8.9946470
14 11 8.9966670
14 12 8.9988770
14 13 9.0012770
14 14 9.0038670
14 15 9.0066570
14 16 9.0096270
14 17 9.0127970
14 18 9.0161570
14 19 9.0197070
14 20 9.0234570
14 21 9.0273870
14 22 9.0315070
14 23 9.0358270
14 24 9.0399760
14 25 9.0501020
14 26 9.0618652
14 27 9.0606302
14 28 9.0556870
14 29 9.0718314
14 30 9.0782814
14 31 9.0749065
14 32 9.0864499
14 33 9.0920737
14 34 9.0961457
14 35 9.1093780
14 36 9.1048412
14 37 9.1074075
14 38 9.1346086
14 39 9.1322555
14 40 9.1344459
14 41 9.1473430
14 42 9.1549249
14 43 9.1608308
14 44 9.1501225
14 45 9.1647205
14 46 9.1812475
14 47 9.1931232
15 0 8.5351220
15 1 8.5361576
15 2 8.5280183
15 3 8.5061600
15 4 8.4916979
15 5 8.4855883
15 6 8.4600763
15 7 8.4789507
15 8 8.5142551
15 9 8.4703955
15 10 8.4653224
15 11 8.4729002
15 12 8.4806540
15 13 8.4747194
15 14 8.4636267
15 15 8.4326197
15 16 8.4471051
15 17 8.4312423
15 18 8.4121442
15 19 8.4371181
15 20 8.4269893
15 21 8.4199378
15 22 8.4213242
15 23 8.4315707
15 24 8.4137425
15 25 8.4201340
15 26 8.4216772
15 27 8.4368099
15 28 8.4239230
15 29 8.3992981
15 30 8.3969966
15 31 8.3966210
15 32 8.3780092
15 33 8.3957703
15 34 8.3817221
15 35 8.3914842
15 36 8.3738481
15 37 8.3767025
15 38 8.4086765
15 39 8.3655019
15 40 8.3634829
15 41 8.3721964
15 42 8.3680316
15 43 8.3659724
15 44 8.3917866
15 45 8.3762339
15 46 8.3842958
15 47 8.3826395
16 0 8.5660500
16 1 8.5578400
16 2 8.5498300
16 3 8.5420100
16 4 8.5343900
16 5 8.5269700
16 6 8.5197400
16 7 8.5127100
16 8 8.5058800
16 9 8.4992500
16 10 8.4928200
16 11 8.4865900
16 12 8.4805600
16 13 8.4747300
16 14 8.4691000
16 15 8.4636700
16 16 8.4584500
16 17 8.4534300
16 18 8.4486100
16 19 8.4439900
16 20 8.4395800
16 21 8.4353700
16 22 8.4313700
16 23 8.4275600
16 24 8.4239700
16 25 8.4205800
16 26 8.4173900
16 27 8.4144100
16 28 8.4116400
16 29 8.4090700
16 30 8.4067100
16 31 8.4045500
16 32 8.4026000
16 33 8.4008600
16 34 8.3993200
16 35 8.3979900
16 36 8.3968600
16 37 8.3959500
16 38 8.3952400
16 39 8.3947300
16 40 8.3944400
16 41 8.3943500
16 42 8.3944700
16 43 8.3948000
16 44 8.3953300
16 45 8.3960700
16 46 8.3970100
16 47 8.3981700
17 0 8.3844700
17 1 8.3760900
17 2 8.3679000
17 3 8.3599100
17 4 8.3521200
17 5 8.3445400
17 6 8.3371500
17 7 8.3299700
17 8 8.3229900
17 9 8.3162200
17 10 8.3096400
17 11 8.3032800
17 12 8.2971100
17 13 8.2911500
17 14 8.2854000
17 15 8.2798500
17 16 8.2745100
17 17 8.2693800
17 18 8.2644500
17 19 8.2597300
17 20 8.2552200
17 21 8.2509200
17 22 8.2468200
17 23 8.2429400
17 24 8.2392600
17 25 8.2358000
17 26 8.2325400
17 27 8.2294900
17 28 8.2266500
17 29 8.2240300
17 30 8.2216100
17 31 8.2194100
17 32 8.2174100
17 33 8.2156300
17 34 8.2140600
17 35 8.2127000
17 36 8.2115500
17 37 8.2106100
17 38 8.2098800
17 39 8.2093700
17 40 8.2090700
17 41 8.2089800
17 42 8.2091000
17 43 8.2094300
17 44 8.2099800
17 45 8.2107300
17 46 8.2117000
17 47 8.2128800
18 0 8.5868731
18 1 8.5795836
18 2 8.5734127
18 3 8.5562964
18 4 8.5592578
18 5 8.5460939
18 6 8.5466210
18 7 8.5469589
18 8 8.5440020
18 9 8.5405499
18 10 8.5300633
18 11 8.5245139
18 12 8.5168070
18 13 8.5046357
18 14 8.4970818
18 15 8.4905894
18 16 8.4931436
18 17 8.4818876
18 18 8.4821393
18 19 8.4735077
18 20 8.4718370
18 21 8.4714850
18 22 8.4641735
18 23 8.4548758
18 24 8.4470914
18 25 8.4503011
18 26 8.4403535
18 27 8.4528617
18 28 8.4351136
18 29 8.4305913
18 30 8.4358642
18 31 8.4319750
18 32 8.4274698
18 33 8.4236986
18 34 8.4254076
18 35 8.4202879
18 36 8.4302353
18 37 8.4117049
18 38 8.4236191
18 39 8.4163252
18 40 8.4196381
18 41 8.4225695
18 42 8.4122577
18 43 8.4140957
18 44 8.4088625
18 45 8.4164628
18 46 8.4148808
18 47 8.4150111
19 0 8.5827703
19 1 8.5835133
19 2 8.5768508
19 3 8.5702309
19 4 8.5506753
19 5 8.5564882
19 6 8.5457469
19 7 8.5474018
19 8 8.5391325
19 9 8.5187014
19 10 8.5157618
19 11 8.5267249
19 12 8.5188888
19 13 8.5034076
19 14 8.5067149
19 15 8.5091429
19 16 8.4948959
19 17 8.4912169
19 18 8.4989763
19 19 8.5013723
19 20 8.4926763
19 21 8.4833610
19 22 8.4618074
19 23 8.4710380
19 24 8.4656317
19 25 8.4474667
19 26 8.4652765
19 27 8.4539640
19 28 8.4521870
19 29 8.4486926
19 30 8.4297328
19 31 8.4363166
19 32 8.4439771
19 33 8.4458497
19 34 8.4431962
19 35 8.4320411
19 36 8.4311251
19 37 8.4380838
19 38 8.4273730
19 39 8.4258084
19 40 8.4379774
19 41 8.4451065
19 42 8.4357463
19 43 8.4338840
19 44 8.4404029
19 45 8.4523212
19 46 8.4327737
19 47 8.4309446
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  

  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
