id#			ADC_ch		ECAL_ch		x(cm)		y(cm)
==============================================================================
0x0611D0E6		36		486		95.125		10.075
0x0611D0E6		37		444		87.125		10.075
0x0611D0E6		38		468		91.125		22.225
0x0611D0E6		39		446		87.125		18.225
0x0611D0E6		40		488		95.125		18.225
0x0611D0E6		41		463		91.125		2.075
0x0611D0E6		42		485		95.125		6.075
0x0611D0E6		43		443		87.125		6.075
0x0611D0E6		44		465		91.125		10.075
0x0611D0E6		45		447		87.125		22.225
0x0611D0E6		46		489		95.125		22.225
0x0611D0E6		47		467		91.125		18.225
0x0611D0E6		48		445		87.125		14.225
0x0611D0E6		49		385		74.975		26.375
0x0611D0E6		50		407		78.975		30.375
0x0611D0E6		51		429		82.975		34.375
0x0611D0E6		52		387		74.975		34.375
0x0611D0E6		53		469		91.125		26.375
0x0611D0E6		54		491		95.125		30.375
0x0611D0E6		55		492		95.125		34.375
0x0611D0E6		56		450		87.125		34.375
0x0611D0E6		57		428		82.975		30.375
0x0611D0E6		58		386		74.975		30.375
0x0611D0E6		59		408		78.975		34.375
0x0611D0E6		60		490		95.125		26.375
0x0611D0E6		61		448		87.125		26.375
0x0611D0E6		62		470		91.125		30.375
0x0611D0E6		63		449		87.125		30.375
0x0611D0E6		64		471		91.125		34.375
0x0611DFC6		1		165		30.375		70.825
0x0611DFC6		2		210		38.525		82.975
0x0611DFC6		3		252		46.525		82.975
0x0611DFC6		4		230		42.525		78.975
0x0611DFC6		5		208		38.525		74.975
0x0611DFC6		6		250		46.525		74.975
0x0611DFC6		7		226		42.525		62.825
0x0611DFC6		8		248		46.525		66.825
0x0611DFC6		9		144		26.375		70.825
0x0611DFC6		10		231		42.525		82.975
0x0611DFC6		11		209		38.525		78.975
0x0611DFC6		12		251		46.525		78.975
0x0611DFC6		13		229		42.525		74.975
0x0611DFC6		14		247		46.525		62.825
0x0611DFC6		15		205		38.525		62.825
0x0611DFC6		16		227		42.525		66.825
0x0611DFC6		18		207		38.525		70.825
0x0611DFC6		19		249		46.525		70.825
0x0611DFC6		20		220		42.525		38.525
0x0611DFC6		21		242		46.525		42.525
0x0611DFC6		22		200		38.525		42.525
0x0611DFC6		23		222		42.525		46.525
0x0611DFC6		24		204		38.525		58.675
0x0611DFC6		25		228		42.525		70.825
0x0611DFC6		26		206		38.525		66.825
0x0611DFC6		27		241		46.525		38.525
0x0611DFC6		28		199		38.525		38.525
0x0611DFC6		29		221		42.525		42.525
0x0611DFC6		30		243		46.525		46.525
0x0611DFC6		31		201		38.525		46.525
0x0611DFC6		32		225		42.525		58.675
0x0611DFC6		33		147		26.375		82.975
0x0611DFC6		34		189		34.375		82.975
0x0611DFC6		35		167		30.375		78.975
0x0611DFC6		36		145		26.375		74.975
0x0611DFC6		37		187		34.375		74.975
0x0611DFC6		38		163		30.375		62.825
0x0611DFC6		39		185		34.375		66.825
0x0611DFC6		40		143		26.375		66.825
0x0611DFC6		41		168		30.375		82.975
0x0611DFC6		42		146		26.375		78.975
0x0611DFC6		43		188		34.375		78.975
0x0611DFC6		44		166		30.375		74.975
0x0611DFC6		45		184		34.375		62.825
0x0611DFC6		46		142		26.375		62.825
0x0611DFC6		47		164		30.375		66.825
0x0611DFC6		48		186		34.375		70.825
0x0611DFC6		49		246		46.525		58.675
0x0611DFC6		50		224		42.525		54.675
0x0611DFC6		51		202		38.525		50.675
0x0611DFC6		52		244		46.525		50.675
0x0611DFC6		53		162		30.375		58.675
0x0611DFC6		54		140		26.375		54.675
0x0611DFC6		55		139		26.375		50.675
0x0611DFC6		56		181		34.375		50.675
0x0611DFC6		57		203		38.525		54.675
0x0611DFC6		58		245		46.525		54.675
0x0611DFC6		59		223		42.525		50.675
0x0611DFC6		60		141		26.375		58.675
0x0611DFC6		61		183		34.375		58.675
0x0611DFC6		62		161		30.375		54.675
0x0611DFC6		63		182		34.375		54.675
0x0611DFC6		64		160		30.375		50.675
0x0611E02D		1		39		6.075		70.825
0x0611E02D		2		84		14.225		82.975
0x0611E02D		3		126		22.225		82.975
0x0611E02D		4		104		18.225		78.975
0x0611E02D		5		82		14.225		74.975
0x0611E02D		6		124		22.225		74.975
0x0611E02D		7		100		18.225		62.825
0x0611E02D		8		122		22.225		66.825
0x0611E02D		9		18		2.075		70.825
0x0611E02D		10		105		18.225		82.975
0x0611E02D		11		83		14.225		78.975
0x0611E02D		12		125		22.225		78.975
0x0611E02D		13		103		18.225		74.975
0x0611E02D		14		121		22.225		62.825
0x0611E02D		15		79		14.225		62.825
0x0611E02D		16		101		18.225		66.825
0x0611E02D		18		81		14.225		70.825
0x0611E02D		19		123		22.225		70.825
0x0611E02D		20		94		18.225		38.525
0x0611E02D		21		116		22.225		42.525
0x0611E02D		22		74		14.225		42.525
0x0611E02D		23		96		18.225		46.525
0x0611E02D		24		78		14.225		58.675
0x0611E02D		25		102		18.225		70.825
0x0611E02D		26		80		14.225		66.825
0x0611E02D		27		115		22.225		38.525
0x0611E02D		28		73		14.225		38.525
0x0611E02D		29		95		18.225		42.525
0x0611E02D		30		117		22.225		46.525
0x0611E02D		31		75		14.225		46.525
0x0611E02D		32		99		18.225		58.675
0x0611E02D		33		21		2.075		82.975
0x0611E02D		34		63		10.075		82.975
0x0611E02D		35		41		6.075		78.975
0x0611E02D		36		19		2.075		74.975
0x0611E02D		37		61		10.075		74.975
0x0611E02D		38		37		6.075		62.825
0x0611E02D		39		59		10.075		66.825
0x0611E02D		40		17		2.075		66.825
0x0611E02D		41		42		6.075		82.975
0x0611E02D		42		20		2.075		78.975
0x0611E02D		43		62		10.075		78.975
0x0611E02D		44		40		6.075		74.975
0x0611E02D		45		58		10.075		62.825
0x0611E02D		46		16		2.075		62.825
0x0611E02D		47		38		6.075		66.825
0x0611E02D		48		60		10.075		70.825
0x0611E02D		49		120		22.225		58.675
0x0611E02D		50		98		18.225		54.675
0x0611E02D		51		76		14.225		50.675
0x0611E02D		52		118		22.225		50.675
0x0611E02D		53		36		6.075		58.675
0x0611E02D		54		14		2.075		54.675
0x0611E02D		55		13		2.075		50.675
0x0611E02D		56		55		10.075		50.675
0x0611E02D		57		77		14.225		54.675
0x0611E02D		58		119		22.225		54.675
0x0611E02D		59		97		18.225		50.675
0x0611E02D		60		15		2.075		58.675
0x0611E02D		61		57		10.075		58.675
0x0611E02D		62		35		6.075		54.675
0x0611E02D		63		56		10.075		54.675
0x0611E02D		64		34		6.075		50.675
0x076D3EC0		1		291		54.675		70.825
0x076D3EC0		2		336		62.825		82.975
0x076D3EC0		3		378		70.825		82.975
0x076D3EC0		4		356		66.825		78.975
0x076D3EC0		5		334		62.825		74.975
0x076D3EC0		6		376		70.825		74.975
0x076D3EC0		7		352		66.825		62.825
0x076D3EC0		8		374		70.825		66.825
0x076D3EC0		9		270		50.675		70.825
0x076D3EC0		10		357		66.825		82.975
0x076D3EC0		11		335		62.825		78.975
0x076D3EC0		12		377		70.825		78.975
0x076D3EC0		13		355		66.825		74.975
0x076D3EC0		14		373		70.825		62.825
0x076D3EC0		15		331		62.825		62.825
0x076D3EC0		16		353		66.825		66.825
0x076D3EC0		18		333		62.825		70.825
0x076D3EC0		19		375		70.825		70.825
0x076D3EC0		20		346		66.825		38.525
0x076D3EC0		21		368		70.825		42.525
0x076D3EC0		22		326		62.825		42.525
0x076D3EC0		23		348		66.825		46.525
0x076D3EC0		24		330		62.825		58.675
0x076D3EC0		25		354		66.825		70.825
0x076D3EC0		26		332		62.825		66.825
0x076D3EC0		27		367		70.825		38.525
0x076D3EC0		28		325		62.825		38.525
0x076D3EC0		29		347		66.825		42.525
0x076D3EC0		30		369		70.825		46.525
0x076D3EC0		31		327		62.825		46.525
0x076D3EC0		32		351		66.825		58.675
0x076D3EC0		33		273		50.675		82.975
0x076D3EC0		34		315		58.675		82.975
0x076D3EC0		35		293		54.675		78.975
0x076D3EC0		36		271		50.675		74.975
0x076D3EC0		37		313		58.675		74.975
0x076D3EC0		38		289		54.675		62.825
0x076D3EC0		39		311		58.675		66.825
0x076D3EC0		40		269		50.675		66.825
0x076D3EC0		41		294		54.675		82.975
0x076D3EC0		42		272		50.675		78.975
0x076D3EC0		43		314		58.675		78.975
0x076D3EC0		44		292		54.675		74.975
0x076D3EC0		45		310		58.675		62.825
0x076D3EC0		46		268		50.675		62.825
0x076D3EC0		47		290		54.675		66.825
0x076D3EC0		48		312		58.675		70.825
0x076D3EC0		49		372		70.825		58.675
0x076D3EC0		50		350		66.825		54.675
0x076D3EC0		51		328		62.825		50.675
0x076D3EC0		52		370		70.825		50.675
0x076D3EC0		53		288		54.675		58.675
0x076D3EC0		54		266		50.675		54.675
0x076D3EC0		55		265		50.675		50.675
