Common TimeShift, ns
566
Plane	 Strip	 TimeShift, ns
9	19	20.2017
9	20	20.2108
9	21	20.2255
9	22	20.2213
9	23	20.2206
9	24	20.2354
9	25	20.2486
9	26	20.2453
9	27	20.2507
9	28	20.2285
9	29	20.2732
9	30	20.2657
9	31	20.2782
10	0	20.2114
10	1	20.5443
10	2	20.5377
10	3	20.5413
10	4	20.5532
10	5	20.5664
10	6	20.5751
10	7	20.5524
10	8	20.5663
10	9	20.5716
10	10	20.586
10	11	20.5858
10	12	20.5912
10	13	20.6107
10	14	20.5816
10	15	20.5977
10	16	20.596
10	17	20.5643
10	18	20.5953
10	19	20.6136
10	20	20.6209
10	21	20.63
10	22	20.6334
10	23	20.631
10	24	20.63
10	25	20.6438
10	26	20.6375
10	27	20.6439
10	28	20.8133
10	29	20.2691
10	30	20.6524
10	31	20.6788
11	0	19.927
11	1	20.1944
11	2	20.1911
11	3	20.1966
11	4	20.1736
11	5	20.2269
11	6	20.2093
11	7	20.1926
11	8	20.2169
11	9	20.2387
11	10	20.2258
11	11	20.2345
11	12	20.2148
11	13	20.2408
11	14	20.2431
11	15	20.2559
11	16	20.2568
11	17	20.255
11	18	20.246
11	19	20.2666
11	20	20.2568
11	21	20.2654
11	22	20.2909
11	23	20.2941
11	24	20.2903
11	25	20.3105
11	26	20.3112
11	27	20.2871
11	28	20.3075
11	29	20.3344
11	30	20.3463
11	31	20.3547
12	0	20.2484
12	1	20.6155
12	2	20.6174
12	3	20.6362
12	4	20.6257
12	5	20.6439
12	6	20.6459
12	7	20.643
12	8	20.6635
12	9	20.662
12	10	20.6782
12	11	20.6644
12	12	20.6747
12	13	20.6794
12	14	20.6845
12	15	20.674
12	16	20.682
12	17	20.7066
12	18	20.6957
12	19	20.708
12	20	20.702
12	21	20.7018
12	22	20.7111
12	23	20.699
12	24	20.7018
12	25	20.7142
12	26	20.7021
12	27	20.6941
12	28	20.673
12	29	20.6294
12	30	20.6482
12	31	20.627
13	0	19.9838
13	1	20.3868
13	2	20.3789
13	3	20.3438
13	4	20.2863
13	5	20.2864
13	6	20.2826
13	7	19.9927
13	8	20.3646
13	9	20.4128
13	10	20.4125
13	11	20.4059
13	12	20.3763
13	13	20.407
13	14	20.4094
13	15	20.4418
13	16	20.4574
13	17	20.4434
13	18	20.3814
13	19	20.3273
13	20	20.3106
13	21	20.3268
13	22	20.3452
13	23	20.3856
13	24	20.4124
13	25	20.3206
13	26	20.3222
13	27	20.2337
13	28	20.2398
13	29	20.3463
13	30	20.3906
13	31	20.2994
14	0	21.683
14	1	22.4701
14	2	22.4521
