"Message ID";"Date";"Author";"Type";"Category";"Subject";"N Run";"Shift leader";"Trigger";"DAQ status";"Mag. field";"Beam"
124;Sun  11 Dec 2016 11:47:15 +0300;"shift";"Other";;"stop run 559";"559";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
125;Sun  11 Dec 2016 11:53:08 +0300;"shift";"Other";"Other";"Start new RUN562";"562";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
126;Sun  11 Dec 2016 12:25:19 +0300;"shift";"Other";"Other";"VKM2 ON 244A, wrong SP-41 field - 81 mV";"564";"Afanasiev. S";"Min bias: FD + beam trigger";"all detectors";"1600A (98.7mV), but Tango 81 mV";"d 4Gev/nucl C2H4 (Polyethylene)"
127;Sun  11 Dec 2016 12:59:38 +0300;"shift";"Other";;"Empty target";"565";"Afanasiev. S";"Only BC1";"All detectors in DAQ";"0A";"d 4Gev/nucl (Empty)"
128;Sun  11 Dec 2016 13:17:32 +0300;"shift";"Other";;"SP-57  500A";"566";"Afanasiev. S";"Only BC1";"All detectors in DAQ";"0A";"d 4Gev/nucl  (Empty)"
129;Sun  11 Dec 2016 13:22:13 +0300;"shift";"Other";;"Restart run 500A SP-57";"567";"Afanasiev. S";"Only BC1";"All detectors in DAQ";"0A";"d 4Gev/nucl  (Empty)"
130;Sun  11 Dec 2016 13:46:40 +0300;"shift";"Other";;"200A SP-57";"568";"Afanasiev. S";"Only BC1";"All detectors in DAQ";"0A";"d 4Gev/nucl  (Empty)"
131;Sun  11 Dec 2016 14:00:11 +0300;"shift";"Other";;"SP-57 0A";"570";"Afanasiev. S";"Only BC1";"All detectors in DAQ";"0A";"d 4Gev/nucl  (Empty)"
132;Sun  11 Dec 2016 14:26:31 +0300;"shift";"Other";;"No Field   target Pb";"572";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"0A";"d 4Gev/nucl Pb (12 mm - 10%)"
133;Sun  11 Dec 2016 14:55:19 +0300;"shift";"Other";;"Stop for N";"572";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"0A";"d 4Gev/nucl Pb (12 mm - 10%)"
134;Sun  11 Dec 2016 15:13:20 +0300;"shift";"Other";;"Continue run 572";"573";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"0A";"d 4Gev/nucl Pb (12 mm - 10%)"
135;Sun  11 Dec 2016 16:35:33 +0300;"shift";"Other";;"Stop Pb record";"573";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"0A";"d 4Gev/nucl Pb (12 mm - 10%)"
136;Sun  11 Dec 2016 16:49:10 +0300;"shift";"Other";;"New RUN 574 ";"574";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
137;Sun  11 Dec 2016 17:12:22 +0300;"shift";"Other";;"Stop RUN";"574";"Afanasiev. S";"Min bias: FD + beam trigger";;;
138;Sun  11 Dec 2016 17:21:39 +0300;"shift";"Other";;"Continue RUN";"575";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
139;Sun  11 Dec 2016 18:23:39 +0300;"shift";"Other";;"Stop Run";"575";"Afanasiev. S";"Min bias: FD + beam trigger";;;
140;Sun  11 Dec 2016 18:27:57 +0300;"shift";"Other";;"Continue run";"576";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
141;Sun  11 Dec 2016 20:42:49 +0300;"shift";"Other";;"Continue RUN";"577";"Afanasiev. S";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
142;Sun  11 Dec 2016 21:48:09 +0300;"Piyadin S.M.";"Other";"General";;"578";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl CH2 (Polyethylene) "
143;Sun  11 Dec 2016 22:33:52 +0300;"Piyadin S.M.";"Other";"General";;"579";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl CH2 (Polyethylene)"
144;Sun  11 Dec 2016 23:22:40 +0300;"Piyadin S.M.";"Other";"General";;"580";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.4mV)";"d 4Gev/nucl CH2 (Polyethylene)"
145;Mon  12 Dec 2016 00:14:05 +0300;"Piyadin S.M.";"Other";"General";;"581";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.4mV)";"d 4Gev/nucl CH2 (Polyethylene)"
146;Mon  12 Dec 2016 00:30:00 +0300;"Piyadin S.M.";"Other";"General";;"581";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.4mV)";"d 4Gev/nucl CH2 (Polyethylene)"
147;Mon  12 Dec 2016 01:09:29 +0300;"Piyadin S.M.";"Other";"General";;"582";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"SP-41=0A, SP-57 = 0A, VKM2=0A";"d 4Gev/nucl "
148;Mon  12 Dec 2016 01:20:44 +0300;"Piyadin S.M.";"Other";"General";;"583";"Piyadin S.M.";"BC1+T0+BC2";"All detectors in DAQ";"SP-41=0A, SP-57 = 0A, VKM2=0A";"d 4Gev/nucl"
149;Mon  12 Dec 2016 01:50:27 +0300;"Piyadin S.M.";"Other";"General";;"584";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
150;Mon  12 Dec 2016 03:05:22 +0300;"shift";"Other";"General";"Stop run 584, 200k triggers";"584";"Spaskov";"Min bias: FD + beam trigger";;;
151;Mon  12 Dec 2016 03:10:51 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"585";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
152;Mon  12 Dec 2016 03:44:15 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"586";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
153;Mon  12 Dec 2016 04:22:11 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"587";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
154;Mon  12 Dec 2016 05:00:09 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"588";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
155;Mon  12 Dec 2016 05:41:26 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"589";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
156;Mon  12 Dec 2016 06:21:06 +0300;"shift";"Other";"General";"Continue programm (the same conditions)";"590";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
157;Mon  12 Dec 2016 06:31:07 +0300;"shift";"Other";"General";;"590";"Spaskov";"Min bias: FD + beam trigger";;;
158;Mon  12 Dec 2016 06:57:18 +0300;"shift";"Other";"General";"Continue programm (the same conditions), 100K triggers";"591";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
159;Mon  12 Dec 2016 07:45:51 +0300;"shift";"Other";"General";"Continue programm (the same conditions)";"592";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
160;Mon  12 Dec 2016 08:36:05 +0300;"shift";"Other";"General";;"592";"Spaskov";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.2mV), VKM2=244 A";"d 4Gev/nucl Pb (7 mm )"
161;Sun  18 Dec 2016 18:27:58 +0300;"Yurevich";"Other";"General";;"796";"Yurevich";"BC1+T0+BC2";"All detectors in DAQ (VC off)";"0A";"d 4Gev/nucl  (Empty)"
162;Sun  18 Dec 2016 18:35:28 +0300;"Yurevich";"Other";"General";;"798";"Yurevich";"T0+BC1+BC2+Veto";"All detectors in DAQ (Ecal and Sillicon off)";"0A";"d 4Gev/nucl  (Empty)"
163;Sun  18 Dec 2016 18:46:06 +0300;"Yurevich";"Other";"General";;"802";"Yurevich";"T0+BC1+BC2+Veto";"All detectors in DAQ ( Sillicon off)";"0A";"d 4Gev/nucl  (Empty)"
164;Sun  18 Dec 2016 18:59:12 +0300;"Yurevich";"Other";"General";;"804";"Yurevich";"Min bias: FD + beam trigger";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 0A, VKM2 = 100A ";"d 4Gev/nucl  (Empty)"
165;Sun  18 Dec 2016 19:05:34 +0300;"shift";"Other";"General";;"804";"Yurevich";"Min bias: FD + beam trigger";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 30A, VKM2 = 0A";"d 4Gev/nucl  (Empty)"
166;Sun  18 Dec 2016 19:18:35 +0300;"shift";"Other";"General";;"806";"Yurevich";"Min bias: FD + beam trigger";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 60A, VKM2 = 200A";"d 4Gev/nucl  (Empty)"
167;Sun  18 Dec 2016 19:19:53 +0300;"shift";"Other";"General";;"807";"Yurevich";"Min bias: FD + beam trigger";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 30A, VKM2 = 200A";"d 4Gev/nucl  (Empty)"
168;Sun  18 Dec 2016 19:32:47 +0300;"shift";"Other";"General";;"808";"Yurevich";"Min bias: FD + beam trigger";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 30A, VKM2 = 100A";"d 4Gev/nucl  (Empty)"
169;Sun  18 Dec 2016 19:39:38 +0300;"shift";"Other";"General";;"809";"Yurevich";"Only BC1";"All detectors in DAQ ( Sillicon off)";"0A SP-57 = 30A, VKM2 = 100A";"d 4Gev/nucl  (Empty)"
170;Sun  18 Dec 2016 20:06:55 +0300;"shift";"Other";"General";"BC1,CP-57 30a";"810";"Yurevich";"Beam trigger: T0+BC1+BC2+Veto";"w/o STS";"0";"130k"
171;Sun  18 Dec 2016 21:22:55 +0300;"shift";"Other";"General";;"811";"Piyadin S.M.";"Only BC1";"All detectors in DAQ";"SP-41=0A, SP-57 = 500A, VKM2=0A";"d 4Gev/nucl  (Empty) "
172;Sun  18 Dec 2016 21:42:29 +0300;"shift";"Other";"General";;"812";"Piyadin S.M.";"Only BC1";"All detectors in DAQ";"SP-41=0A, SP-57 = 250A, VKM2=0A";"d 4Gev/nucl  (Empty)"
173;Sun  18 Dec 2016 22:02:30 +0300;"shift";"Other";"General";;"813";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1800A(109mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1.5*10^5"
174;Sun  18 Dec 2016 22:25:53 +0300;"shift";"Other";"General";;"814";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A(99.7mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1.5*10^5"
175;Sun  18 Dec 2016 22:42:51 +0300;"shift";"Other";"General";;"815";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1200A(76.9mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1.3*10^5"
176;Sun  18 Dec 2016 22:59:57 +0300;"shift";"Other";"General";;"816";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"900A(56.4mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1*10^5"
177;Sun  18 Dec 2016 23:11:18 +0300;"shift";"Other";"General";;"816";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"900A(56.4mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty)"
178;Sun  18 Dec 2016 23:13:59 +0300;"shift";"Other";"General";;"817";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"900A(56.4mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty)1.2*10^5"
179;Sun  18 Dec 2016 23:40:58 +0300;"shift";"Other";"General";;"818";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"600A (36.9mV)";"d 4Gev/nucl  (Empty) 1*10^5"
180;Mon  19 Dec 2016 01:00:21 +0300;"shift";"Other";"General";;"830";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1100A(68.7mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1*10^5"
181;Mon  19 Dec 2016 01:17:03 +0300;"shift";"Other";"General";;"830";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1100A(68.7mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty) 1*10^5"
182;Mon  19 Dec 2016 09:31:48 +0300;"shift";"Other";"General";"stop run 846, 155k events";"846";"Rumyantsev M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV)";"d 4Gev/nucl Cu 5mm"
183;Mon  19 Dec 2016 09:34:25 +0300;"shift";"Other";"General";;"832";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1100A(68.7mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty)"
184;Mon  19 Dec 2016 09:35:24 +0300;"shift";"Other";"Other";;"833";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1100A(68.7mV) SP-57 = 0A, VKM2 = 0A";"d 4Gev/nucl  (Empty)"
185;Mon  19 Dec 2016 09:42:45 +0300;"shift";"Other";"Other";;"834";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl  (Empty)"
186;Mon  19 Dec 2016 09:44:23 +0300;"shift";"Other";;"wrong field";"835";"Piyadin S.M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A (98.7mV), but Tango 0.1 mV";"d 4Gev/nucl Cu 5mm"
187;Mon  19 Dec 2016 09:45:14 +0300;"shift";"Other";;"wrong field";"836";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV) , but Tango 0.1mv";"d 4Gev/nucl Cu 5mm"
188;Mon  19 Dec 2016 09:48:56 +0300;"shift";"Other";;"wrong field";"837";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV), but Tango 0.1 mV";"d 4Gev/nucl Cu 5mm"
189;Mon  19 Dec 2016 09:49:53 +0300;"shift";"Other";;"200k events";"839";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV)";"d 4Gev/nucl  Cu 5mm"
190;Mon  19 Dec 2016 09:57:05 +0300;"shift";"Other";;"200k events";"845";"Piyadin S.M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (98.7mV)";"d 4Gev/nucl  Cu 5mm"
191;Mon  19 Dec 2016 09:59:26 +0300;"shift";"Other";;"Rumyantsev start shift.  130r events";"847";"Rumyantsev M.";"Min bias: FD + beam trigger";"All detectors in DAQ";"1600A (99.8mV)";"d 4Gev/nucl Cu (5mm) 1.3*10^5 , 1.1s"
192;Mon  19 Dec 2016 10:57:28 +0300;"shift";"Other";;"Heating of TOF700 off.";"854";"Rumyantsev M.";"Min bias: FD + beam trigger";"All -ZDC -STS";"1600A";"d 4Gev/nucl Cu (5mm) 1.4*10^5 , 1.1s"
193;Mon  19 Dec 2016 11:41:10 +0300;"shift";"Problem Fixed";"Other";"Tuning MWPC finished (Latency=1248ns,  Windows=344ns). MWPC date are bad before this!!!!";"855-859";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"MWPC only";;
194;Mon  19 Dec 2016 12:02:34 +0300;"shift";"Other";;"Min bias date taking";"865";"Rumyantsev M.";"Min bias: beam trigger + BarelDet (>=2) + FD";"All detectors in DAQ";"1600A (99.9mV)";"d 4Gev/nucl Cu (5mm) 1.4*10^5 , 1.1s"
195;Mon  19 Dec 2016 12:34:49 +0300;"shift";"Other";"General";"remove ECAL, STS from readout";"867";"Rumyantsev M.";"Min bias: beam trigger + BarelDet (>=2) + FD";"All -ECAL -STS";"1600A";"d 4Gev/nucl Cu (5mm) 1.4*10^5 , 0.9s"
196;Mon  19 Dec 2016 13:14:41 +0300;"shift";"Other";;;"868";"Rumyantsev M.";"Min bias: beam trigger + BarelDet (>=2) + FD";"All -ECAL";"1600A (99.9mV)";"d 4Gev/nucl Cu (5mm) 1.3*10^5 , 0.9s"
197;Mon  19 Dec 2016 14:54:22 +0300;"shift";"Other";"Other";"TOF 700 calibration run. Threshold Fast=0.15, Slow=0.3";"869";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A (99.4mV)";"d 4Gev/nucl  (Empty)"
198;Mon  19 Dec 2016 15:26:31 +0300;"shift";"Other";;"ZDC are moved. TOF700 under heating.";"870";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl  (Empty) 22*10^5, 1.9s"
199;Mon  19 Dec 2016 15:45:29 +0300;"shift";"Other";;"Change gate. ";"870";"Rumyantsev M.";"T0+BC1+BC2+Veto";;;
200;Mon  19 Dec 2016 15:47:17 +0300;"shift";"Other";;"ZDC are moved. TOF700 T=40C";"871";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl  (Empty) 2.2*10^5, 2s"
201;Mon  19 Dec 2016 16:00:14 +0300;"shift";"Other";;"ZDC are moved. TOF700 threshold Fast=0.15, Slow=0.25";"872";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All -STS";"1600A (99.2mV)";"d 4Gev/nucl  (Empty) 2.6*10^5, 2s"
202;Mon  19 Dec 2016 16:06:49 +0300;"shift";"Other";;"ZDC are moved. TOF700 threshold Fast=0.15, Slow=0.35";"873";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All -STS";"1600A (99.2mV)";"d 4Gev/nucl  (Empty) 2.3*10^5, 2s"
203;Mon  19 Dec 2016 16:15:40 +0300;"shift";"Other";;"ZDC are moved. TOF700 Threshold Fast=0.2, Slow=0.3";"874";"Rumyantsev M.";"Beam trigger: T0+BC1+BC2+Veto";"All -STS";"1600A (99.2mV)";"d 4Gev/nucl  (Empty) 2.7*10^5, 2.1s"
204;Mon  19 Dec 2016 16:47:56 +0300;"shift";"Other";;"ZDC are moved to zero.";"875";"Rumyantsev M.";"PP180: BeamTrig + BD(180)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C (20 mm), 2.8*10^5, 2s"
205;Mon  19 Dec 2016 20:21:19 +0300;"shift";"Other";;"Test run. MWPC trip, DCH trip. Beam tuning.";"876";"Rumyantsev M.";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm ) 8*10^5, 2.5s"
206;Mon  19 Dec 2016 21:28:26 +0300;"V. Babkin";"Shift started";"General";"Shift started.";"None";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
207;Mon  19 Dec 2016 21:29:36 +0300;"V. Babkin";"Other";"General";"New run";"879";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
208;Mon  19 Dec 2016 22:58:55 +0300;"V. Babkin";"Problem report";"General";"DAQ problem. Cannot start Run.";"880";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
209;Mon  19 Dec 2016 22:59:45 +0300;"V. Babkin";"Other";"General";"New run";"882";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
210;Mon  19 Dec 2016 23:46:44 +0300;"V. Babkin";"Other";"General";"Beam problem. Stop run. ~60 k ev";"882";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
211;Mon  19 Dec 2016 23:57:49 +0300;"V. Babkin";"Other";"General";"New run";"883";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
212;Tue  20 Dec 2016 00:12:27 +0300;"V. Babkin";"Other";"General";"No beam. Stop Run, 11k events.";"883";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
213;Tue  20 Dec 2016 00:54:00 +0300;"V. Babkin";"Other";"General";"New run";"884";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
214;Tue  20 Dec 2016 01:23:35 +0300;"V. Babkin";"Problem report";"General";"DAQ problem. Cannot start Run.";"885";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
215;Tue  20 Dec 2016 01:24:05 +0300;"V. Babkin";"Other";"General";"New run";"887";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
216;Tue  20 Dec 2016 02:23:30 +0300;"V. Babkin";"Other";"General";"No beam. Stop Run, 34.5k events.";"887";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
217;Tue  20 Dec 2016 02:46:08 +0300;"V. Babkin";"Other";"General";"New run";"888";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
218;Tue  20 Dec 2016 03:18:04 +0300;"V. Babkin";"Problem report";"General";"Beam spill monitor is broken";"888";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
219;Tue  20 Dec 2016 03:26:09 +0300;"V. Babkin";"Problem report";"General";"DCH HV trip";"888";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
220;Tue  20 Dec 2016 03:52:41 +0300;"V. Babkin";"Problem report";"Software";"DCH -> trashed events. Stop Run.";"888";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
221;Tue  20 Dec 2016 03:53:11 +0300;"V. Babkin";"Other";"General";"New run";"889";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
222;Tue  20 Dec 2016 04:14:37 +0300;"V. Babkin";"Other";"General";"No beam. Stop Run, 14k events.";"889";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
223;Tue  20 Dec 2016 04:38:49 +0300;"V. Babkin";"Other";"General";"New run";"890";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
224;Tue  20 Dec 2016 07:23:15 +0300;"V. Babkin";"Other";"General";"New run";"893";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
225;Tue  20 Dec 2016 08:13:49 +0300;"V. Babkin";"Problem report";"General";"DAQ problem. GEM readout -> infinite XOff. Stop Run (27 k ev)";"893";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
226;Tue  20 Dec 2016 08:14:50 +0300;"V. Babkin";"Other";"General";"New run";"895";"V. Babkin";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
227;Tue  20 Dec 2016 08:49:25 +0300;"shift";"Other";"General";"stop run with 18K triggers";"895";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
228;Tue  20 Dec 2016 10:11:45 +0300;"shift";"Other";"General";"New run";"896";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.028mV)";"d 4Gev/nucl Pb (7 mm )"
229;Tue  20 Dec 2016 11:03:47 +0300;"shift";"Other";"General";"New run";"897";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (7 mm )"
230;Tue  20 Dec 2016 11:28:28 +0300;"shift";"Other";"General";"New run";"898";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (9.8 mm )"
231;Tue  20 Dec 2016 12:10:46 +0300;"shift";"Other";"General";"New run";"899";"Spaskov";"Min bias: beam trigger + BarelDet (>=2) + FD";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl Pb (9.8 mm )"
232;Tue  20 Dec 2016 12:47:41 +0300;"shift";"Other";"General";"New run";"900";"Spaskov";"Min bias: beam trigger + FD";"All detectors in DAQ ( Sillicon off)";"1600A (99.2mV)";"d 4Gev/nucl Pb (9.8 mm )"
233;Tue  20 Dec 2016 13:37:23 +0300;"shift";"Other";"General";"New run";"901";"Spaskov";"Min bias: beam trigger + BarelDet (>=2) + FD";"All detectors in DAQ ( Sillicon off)";"1600A (99.2mV)";"d 4Gev/nucl Pb (9.8 mm )"
234;Tue  20 Dec 2016 14:05:49 +0300;"shift";"Other";"General";"New run";"902";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ ( Sillicon off)";"1600A (99.2mV)";"d 4Gev/nucl Pb (9.8 mm )"
235;Tue  20 Dec 2016 14:36:57 +0300;"shift";"Other";"General";"New run";"903";"Spaskov";"Min bias: beam trigger + BarelDet (>=2)";"All detectors in DAQ";"1600A (99.2mV)";"d 4Gev/nucl C2H4 (Polyethylene)"
