1556;C 4Gev/nucl  (Target Al - 12mm)
1557;C 4Gev/nucl  (Target Al - 12mm)
1558;C 4Gev/nucl  (Target Al - 12mm)
1559;C 4Gev/nucl  (Target Al - 12mm)
1560;C 4Gev/nucl  (Target Al - 12mm)
1561;C 4Gev/nucl  (Target Cu - 5mm)
1563;C 4Gev/nucl  (Target Cu - 5mm)
1564;C 4Gev/nucl  (Target Cu - 5mm)
1567;C 4Gev/nucl  (Target Cu - 5mm)
1568;C 4Gev/nucl  (Target Cu - 5mm)
1569;C 4Gev/nucl  (Target Cu - 5mm)
1570;C 4Gev/nucl  (Target Cu - 5mm)
1571;C 4Gev/nucl  (Target Cu - 5mm)
1572;C 4Gev/nucl  (Target Cu - 5mm)
1573;C 4Gev/nucl  (Target Cu - 5mm)
1574;C 4Gev/nucl  (Target Cu - 5mm)
1575;C 4Gev/nucl  (Target Cu - 5mm)
1576;C 4Gev/nucl  (Target Cu - 5mm)
1577;C 4Gev/nucl  (Target Cu - 5mm)
1578;C 4Gev/nucl  (Target Cu - 5mm)
1579;C 4Gev/nucl  (Target Al - 12mm)
1580;C 4Gev/nucl  (Target Al - 12mm)
1581;C 4Gev/nucl  (Target Al - 12mm)
1582;C 4Gev/nucl  (Target Al - 12mm)
1583;C 4Gev/nucl  (Target Al - 12mm)
1584;C 4Gev/nucl  (Target Al - 12mm)
1585;C 4Gev/nucl  (Target Al - 12mm)
1586;C 4Gev/nucl  (Target Cu - 5mm)
1587;C 4Gev/nucl  (Target Cu - 5mm)
1588;C 4Gev/nucl  (Target Cu - 5mm)
1589;C 4Gev/nucl  (Target Cu - 5mm)
1591;C 4Gev/nucl  (Target Cu - 5mm)
1592;C 4Gev/nucl  (Target Cu - 5mm)
1593;C 4Gev/nucl  (Target Cu - 5mm)
1594;C 4Gev/nucl  (Target C - 12mm)
1596;C 4Gev/nucl  (Target C - 12mm)
1598;C 4Gev/nucl  (Target C - 12mm)
1599;C 4Gev/nucl  (Target C - 12mm)
1600;C 4Gev/nucl  (Target C - 12mm)
None;
1601;C 4.5Gev/nucl  (Empty)
1602;C 4.5Gev/nucl  (Empty)
1610;C 4.5Gev/nucl  (Empty)
1619;C 4.5Gev/nucl  (Empty)
1622;C 4.5Gev/nucl  (Empty)
1624;C 4.5Gev/nucl  (Empty)
1626;C 4.5Gev/nucl  (Empty)
1627;C 4.5 Gev/nucl, targ. C
1630;C 4.5 Gev/nucl, targ. C
1631;C 4.5 Gev/nucl, targ. C
1636;C 4.5 Gev/nucl, targ. C
1637;C 4.5 Gev/nucl, targ. C
1641;C 4.5 Gev/nucl, targ. C
1642;C 4.5 Gev/nucl, targ. C
1643;C 4.5 Gev/nucl, targ. C
1645;C 4.5 Gev/nucl, targ. C
1646;C 4.5 Gev/nucl, targ. C
1647;C 4.5 Gev/nucl, targ. C
1648;C 4.5 Gev/nucl, targ. C
1649;C 4.5 Gev/nucl, targ. Al
1650;C 4.5 Gev/nucl, targ. Al
1651;C 4.5 Gev/nucl, targ. Al
1652;C 4.5 Gev/nucl, targ. Al
1657;C 4.5 Gev/nucl, targ. Al
1657;C 4.5 Gev/nucl, targ. Al
1657;C 4.5 Gev/nucl, targ. Al
1664;C 4.5 Gev/nucl, targ. Al
1666;C 4.5 Gev/nucl, targ. Al
1670;C 4.5 Gev/nucl, targ. Al
1671;C 4.5 Gev/nucl, targ. Al 
1672;C 4.5 Gev/nucl
1673;C 4.5 Gev/nucl
1676;C 4.5 Gev/nucl 
1677;C 4.5 Gev/nucl  
1678;C 4.5 Gev/nucl  
1682;C 4.5 Gev/nucl, targ. Cu
1683;C 4.5 Gev/nucl, targ. Cu
1684;C 4.5 Gev/nucl, targ. Cu
1686;C 4.5 Gev/nucl, targ. Cu
1687;C 4.5 Gev/nucl, targ. Cu
1688;C 4.5 Gev/nucl, targ. Cu
1692;C 4.5 Gev/nucl, targ. Cu
1694;C 4.5 Gev/nucl, targ. Cu
1694;
1696;C 4.5 Gev/nucl, targ. Cu
1697;C 4.5 Gev/nucl, targ. Cu
1698;C 4.5 Gev/nucl, targ. Cu
1699;C 4.5 Gev/nucl, targ. Cu
1700;C 4.5 Gev/nucl, targ. Cu
1702;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1703;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1704;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1705;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1706;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1707;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1708;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1709;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1710;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1711;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1712;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1714;C 4.5Gev/nucl  (Target CH2 - 20mm)
1715;C 4.5Gev/nucl  (Target CH2 - 20mm)
1724;None
1556;
1757;C 4.5 Gev/nucl, targ. Al
1758;C 4.5 Gev/nucl, targ. Al
1759;C 4.5 Gev/nucl, targ. Al
1760;C 4.5 Gev/nucl, targ. Al
1762;C 4.5 Gev/nucl, targ. Al
1764;C 4.5 Gev/nucl, targ. Al
1766;C 4.5 Gev/nucl, targ. Al
1767;C 4.5 Gev/nucl, targ. Al
1769;C 4.5 Gev/nucl, targ. Al
1770;C 4.5Gev/nucl  (Empty)
1771;C 4.5Gev/nucl  (Empty)
1772;C 4.5Gev/nucl  (Empty)
1773;C 4.5Gev/nucl  (Empty)
1774;C 4.5Gev/nucl  (Empty)
1775;C 4.5Gev/nucl  (Empty)
1776;C 4.5Gev/nucl  (Empty)
1777;C 4.5Gev/nucl  (Empty)
1778;C 4.5Gev/nucl  (Empty)
1779;C 4.5Gev/nucl  (Empty)
1781;C 4.5Gev/nucl  (Empty)
1783;C 4.5Gev/nucl  (Empty)
1784;C 4.5Gev/nucl  (Empty)
1785;C 4.5Gev/nucl  (Empty)
1786;C 4.5Gev/nucl  (Empty)
1787;C 4.5Gev/nucl  (Empty)
1788;C 4.5Gev/nucl  (Empty)
1789;C 4.5Gev/nucl  (Empty)
1790;C 4.5Gev/nucl  (Empty)
1791;C 4.5Gev/nucl  (Empty)
1792;C 4.5Gev/nucl  (Target Cu - 5 mm)
1795;C 4.5Gev/nucl  (Target Cu - 5mm)
1796;C 4.5Gev/nucl  (Target Cu - 5 mm)
1797;C 4.5Gev/nucl  (Target Cu - 5mm)
1798;C 4.5Gev/nucl  (Target Cu - 5mm)
1799;C 4.5Gev/nucl  (Target Cu - 5mm)
1800;C 4.5Gev/nucl  (Target Cu - 5mm)
1801;C 4.5Gev/nucl  (Target Cu - 5mm)
1802;C 4.5Gev/nucl  (Target Cu - 5mm)
1803;C 4.5Gev/nucl  (Target Cu - 5mm)
1804;C 4.5Gev/nucl  (Target Cu - 5mm)
None;
1811;C 4.5Gev/nucl  (Target Cu - 5mm)
1812;C 4.5Gev/nucl  (Empty)
1817;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1814;C 4.5Gev/nucl  (Empty)
1818;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1819;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1820;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1825;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1826;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1827;C 4.5Gev/nucl  (Target Pb - 9.9mm)
1828;C 4.5Gev/nucl  (Target CH2 - 20mm)
1829;C 4.5Gev/nucl  (Target CH2 - 20mm)
1830;C 4.5Gev/nucl  (Target CH2 - 20mm)
1831;C 4.5Gev/nucl  (Target CH2 - 20mm)
1832;C 4.5Gev/nucl  (Target CH2 - 20mm)
1833;C 4.5Gev/nucl  (Target CH2 - 20mm)
1834;C 4.5Gev/nucl  (Target CH2 - 20mm)
1835;C 4.5Gev/nucl  (Target C )
1837;C 4.5 Gev/nucl, targ. C
None;
1839;C 4.5 Gev/nucl, targ. C
1841;C 4.5 Gev/nucl, targ. C
1842;C 4.5 Gev/nucl, targ. C
1843;C 4.5 Gev/nucl, targ. C
1844;C 4.5 Gev/nucl, targ. C
1845;C 4.5 Gev/nucl, targ. C
1846;C 4.5 Gev/nucl, targ. C
